Host Country,Year,Age,Primary %,Secondary %,Tertiary %,COB
Cyprus,'16,30 to 34,17.5,43.4,39.1,EU-28
Cyprus,'16,30 to 34,28.9,35.7,35.5,Extra-EU-28
Cyprus,'16,30 to 34,23.2,39.5,37.3,Foreign country
Cyprus,'16,30 to 34,8,30.3,61.6,Reporting country
Cyprus,'16,30 to 34,13.1,33.4,53.4,Total
Croatia,'06,25 to 54,0,63.6,23.9,EU-28
Croatia,'06,25 to 54,29.5,58.4,12.1,Extra-EU-28
Croatia,'06,25 to 54,28.3,58.8,12.9,Foreign country
Croatia,'06,25 to 54,20.1,63.4,16.5,Reporting country
Croatia,'06,30 to 34,0,73.5,0,EU-28
Croatia,'06,30 to 34,39.1,53,0,Extra-EU-28
Croatia,'06,30 to 34,31.4,57.3,11.3,Foreign country
Croatia,'06,30 to 34,15.2,67.4,17.4,Reporting country
Croatia,'07,25 to 54,7.1,70.1,22.8,EU-28
Croatia,'07,25 to 54,28.8,59,12.2,Extra-EU-28
Croatia,'07,25 to 54,27,59.9,13.1,Foreign country
Croatia,'07,25 to 54,19.9,63.9,16.2,Reporting country
Croatia,'07,30 to 34,0,85.6,0,EU-28
Croatia,'07,30 to 34,34.8,56.5,8.7,Extra-EU-28
Croatia,'07,30 to 34,29.1,62.2,8.7,Foreign country
Croatia,'07,30 to 34,14.6,67.8,17.6,Reporting country
Croatia,'08,25 to 54,12.8,65.1,22.2,EU-28
Croatia,'08,25 to 54,28.8,57.7,13.5,Extra-EU-28
Croatia,'08,25 to 54,27.3,58.4,14.3,Foreign country
Croatia,'08,25 to 54,18.7,64.6,16.7,Reporting country
Croatia,'08,30 to 34,0,82.7,0,EU-28
Croatia,'08,30 to 34,37.9,48.1,14,Extra-EU-28
Croatia,'08,30 to 34,29.7,57.7,12.6,Foreign country
Croatia,'08,30 to 34,12.6,68.3,19.1,Reporting country
Croatia,'09,25 to 54,13.7,67,19.3,EU-28
Croatia,'09,25 to 54,27.1,58.9,14,Extra-EU-28
Croatia,'09,25 to 54,25.9,59.7,14.5,Foreign country
Croatia,'09,25 to 54,17.8,64.4,17.8,Reporting country
Croatia,'09,30 to 34,0,71.3,23.7,EU-28
Croatia,'09,30 to 34,33.3,50,16.6,Extra-EU-28
Croatia,'09,30 to 34,24.9,56.4,18.7,Foreign country
Croatia,'09,30 to 34,12.4,66.2,21.4,Reporting country
Croatia,'10,25 to 54,8.9,63.3,27.8,EU-28
Croatia,'10,25 to 54,29.3,55.5,15.2,Extra-EU-28
Croatia,'10,25 to 54,27.3,56.3,16.5,Foreign country
Croatia,'10,25 to 54,18.1,62.5,19.4,Reporting country
Croatia,'10,25 to 54,19.1,61.8,19,Total
Croatia,'10,30 to 34,0,71.7,28.3,EU-28
Croatia,'10,30 to 34,26.6,61.7,11.6,Extra-EU-28
Croatia,'10,30 to 34,21.4,63.7,14.9,Foreign country
Croatia,'10,30 to 34,12.9,61.9,25.3,Reporting country
Croatia,'10,30 to 34,13.5,62,24.5,Total
Croatia,'11,25 to 54,16.9,55,28.1,EU-28
Croatia,'11,25 to 54,31.5,54.7,13.8,Extra-EU-28
Croatia,'11,25 to 54,29.6,54.7,15.7,Foreign country
Croatia,'11,25 to 54,16.7,64.6,18.8,Reporting country
Croatia,'11,25 to 54,18,63.5,18.4,Total
Croatia,'11,30 to 34,18.2,46.7,35.1,EU-28
Croatia,'11,30 to 34,28.3,65.6,0,Extra-EU-28
Croatia,'11,30 to 34,25,59.3,15.7,Foreign country
Croatia,'11,30 to 34,11,64.4,24.5,Reporting country
Croatia,'11,30 to 34,12,64.1,23.9,Total
Croatia,'12,25 to 54,18.5,54.6,26.9,EU-28
Croatia,'12,25 to 54,26,59.6,14.4,Extra-EU-28
Croatia,'12,25 to 54,25,58.9,16.1,Foreign country
Croatia,'12,25 to 54,14.7,65.9,19.3,Reporting country
Croatia,'12,25 to 54,15.8,65.2,19,Total
Croatia,'12,30 to 34,0,35.1,55.1,EU-28
Croatia,'12,30 to 34,19.7,65.5,14.8,Extra-EU-28
Croatia,'12,30 to 34,18,60.4,21.7,Foreign country
Croatia,'12,30 to 34,9.6,67.2,23.2,Reporting country
Croatia,'12,30 to 34,10.2,66.7,23.1,Total
Croatia,'13,25 to 54,11.5,58.4,30.1,EU-28
Croatia,'13,25 to 54,23,61,16,Extra-EU-28
Croatia,'13,25 to 54,21.5,60.7,17.8,Foreign country
Croatia,'13,25 to 54,14.2,64.9,20.9,Reporting country
Croatia,'13,25 to 54,15,64.4,20.6,Total
Croatia,'13,30 to 34,0,50.6,49.4,EU-28
Croatia,'13,30 to 34,18.6,63.4,18,Extra-EU-28
Croatia,'13,30 to 34,16.1,61.7,22.2,Foreign country
Croatia,'13,30 to 34,8.2,65.9,25.9,Reporting country
Croatia,'13,30 to 34,8.8,65.6,25.6,Total
Croatia,'14,25 to 54,11.2,71.4,17.4,EU-28
Croatia,'14,25 to 54,18.8,64.2,17,Extra-EU-28
Croatia,'14,25 to 54,18,65,17,Foreign country
Croatia,'14,25 to 54,12,63.5,24.6,Reporting country
Croatia,'14,25 to 54,12.7,63.7,23.7,Total
Croatia,'14,30 to 34,0,0,58.8,EU-28
Croatia,'14,30 to 34,12.9,71.2,15.9,Extra-EU-28
Croatia,'14,30 to 34,12.2,68.2,19.6,Foreign country
Croatia,'14,30 to 34,5.5,61.3,33.3,Reporting country
Croatia,'14,30 to 34,6,61.8,32.2,Total
Croatia,'15,25 to 54,13.2,55.5,31.4,EU-28
Croatia,'15,25 to 54,20.2,61.9,17.9,Extra-EU-28
Croatia,'15,25 to 54,19.3,61.1,19.6,Foreign country
Croatia,'15,25 to 54,11.5,62.6,25.9,Reporting country
Croatia,'15,25 to 54,12.4,62.5,25.1,Total
Croatia,'15,30 to 34,0,41.5,58.5,EU-28
Croatia,'15,30 to 34,13.1,69.9,17.1,Extra-EU-28
Croatia,'15,30 to 34,11.1,65.6,23.2,Foreign country
Croatia,'15,30 to 34,5.8,62.6,31.6,Reporting country
Croatia,'15,30 to 34,6.3,62.9,30.8,Total
Croatia,'16,25 to 54,5.8,67.6,26.6,EU-28
Croatia,'16,25 to 54,21.8,60.9,17.3,Extra-EU-28
Croatia,'16,25 to 54,19.6,61.8,18.6,Foreign country
Croatia,'16,25 to 54,12,61.6,26.4,Reporting country
Croatia,'16,25 to 54,12.8,61.6,25.5,Total
Croatia,'16,30 to 34,0,52,48,EU-28
Croatia,'16,30 to 34,17,65.2,17.8,Extra-EU-28
Croatia,'16,30 to 34,15.2,63.8,21,Foreign country
Croatia,'16,30 to 34,5.8,63.9,30.3,Reporting country
Croatia,'16,30 to 34,6.6,63.9,29.5,Total
Bulgaria,'06,25 to 54,0,46,52.9,Extra-EU-28
Bulgaria,'06,25 to 54,0,48.3,50.7,Foreign country
Bulgaria,'06,25 to 54,20.6,56.4,23,Reporting country
Bulgaria,'06,30 to 34,20,54.8,25.2,Reporting country
Bulgaria,'07,25 to 54,0,50.3,47.5,Extra-EU-28
Bulgaria,'07,25 to 54,0,49.5,48.4,Foreign country
Bulgaria,'07,25 to 54,18.8,57.8,23.4,Reporting country
Bulgaria,'07,30 to 34,18,56,26,Reporting country
Bulgaria,'08,25 to 54,0,57,0,Extra-EU-28
Bulgaria,'08,25 to 54,0,52.4,43.1,Foreign country
Bulgaria,'08,25 to 54,19.2,57,23.8,Reporting country
Bulgaria,'08,30 to 34,19.6,53.3,27.1,Reporting country
Bulgaria,'09,25 to 54,0,54.5,41,Extra-EU-28
Bulgaria,'09,25 to 54,0,51.4,44.9,Foreign country
Bulgaria,'09,25 to 54,19.2,56.6,24.2,Reporting country
Bulgaria,'09,30 to 34,21.4,50.8,27.9,Reporting country
Bulgaria,'10,25 to 54,0,60.7,0,Extra-EU-28
Bulgaria,'10,25 to 54,0,58.4,0,Foreign country
Bulgaria,'10,25 to 54,18.1,57.3,24.6,Reporting country
Bulgaria,'10,25 to 54,18.1,57.3,24.7,Total
Bulgaria,'10,30 to 34,19.3,52.8,27.9,Reporting country
Bulgaria,'10,30 to 34,19.2,52.8,28,Total
Bulgaria,'11,25 to 54,0,65.1,0,Extra-EU-28
Bulgaria,'11,25 to 54,0,62.2,0,Foreign country
Bulgaria,'11,25 to 54,17.5,58,24.5,Reporting country
Bulgaria,'11,25 to 54,17.5,58,24.6,Total
Bulgaria,'11,30 to 34,19.3,53.4,27.3,Reporting country
Bulgaria,'11,30 to 34,19.2,53.4,27.3,Total
Bulgaria,'12,25 to 54,0,55.5,0,Extra-EU-28
Bulgaria,'12,25 to 54,0,51.6,0,Foreign country
Bulgaria,'12,25 to 54,16.9,58.3,24.8,Reporting country
Bulgaria,'12,25 to 54,16.9,58.3,24.8,Total
Bulgaria,'12,30 to 34,18.4,54.8,26.8,Reporting country
Bulgaria,'12,30 to 34,18.4,54.7,26.9,Total
Bulgaria,'13,25 to 54,0,49.9,47.4,Extra-EU-28
Bulgaria,'13,25 to 54,0,47,49.4,Foreign country
Bulgaria,'13,25 to 54,16.4,56.9,26.7,Reporting country
Bulgaria,'13,25 to 54,16.3,56.9,26.8,Total
Bulgaria,'13,30 to 34,17.4,53.2,29.4,Reporting country
Bulgaria,'13,30 to 34,17.4,53.2,29.4,Total
Bulgaria,'14,25 to 54,0,53.8,42.4,Extra-EU-28
Bulgaria,'14,25 to 54,0,54.1,41.7,Foreign country
Bulgaria,'14,25 to 54,17.1,54.5,28.3,Reporting country
Bulgaria,'14,25 to 54,17.1,54.5,28.4,Total
Bulgaria,'14,30 to 34,17.9,51.2,30.9,Reporting country
Bulgaria,'14,30 to 34,17.9,51.2,30.9,Total
Bulgaria,'15,25 to 54,0,49.2,45.2,Extra-EU-28
Bulgaria,'15,25 to 54,0,48.5,43.9,Foreign country
Bulgaria,'15,25 to 54,17,54.2,28.8,Reporting country
Bulgaria,'15,25 to 54,16.9,54.2,28.9,Total
Bulgaria,'15,30 to 34,18.1,49.9,32,Reporting country
Bulgaria,'15,30 to 34,18.1,49.9,32.1,Total
Bulgaria,'16,25 to 54,0,42.9,54.8,Extra-EU-28
Bulgaria,'16,25 to 54,0,41.3,54.9,Foreign country
Bulgaria,'16,25 to 54,16.9,54.1,29,Reporting country
Bulgaria,'16,25 to 54,16.9,54,29.1,Total
Bulgaria,'16,30 to 34,17.9,48.4,33.7,Reporting country
Bulgaria,'16,30 to 34,17.9,48.3,33.8,Total
Belgium,'06,25 to 54,34.4,32.1,33.5,EU-28
Belgium,'06,25 to 54,44.5,28.7,26.8,Extra-EU-28
Belgium,'06,25 to 54,40.2,30.2,29.7,Foreign country
Belgium,'06,25 to 54,26.4,38.6,35.1,Reporting country
Belgium,'06,30 to 34,21.9,33.3,44.8,EU-28
Belgium,'06,30 to 34,41.4,29.4,29.1,Extra-EU-28
Belgium,'06,30 to 34,34.6,30.8,34.6,Foreign country
Belgium,'06,30 to 34,16.8,40.6,42.6,Reporting country
Belgium,'07,25 to 54,30.1,31.6,38.3,EU-28
Belgium,'07,25 to 54,46.1,28.9,25.1,Extra-EU-28
Belgium,'07,25 to 54,39.5,30,30.5,Foreign country
Belgium,'07,25 to 54,25.3,39.2,35.5,Reporting country
Belgium,'07,30 to 34,20.6,30.9,48.5,EU-28
Belgium,'07,30 to 34,44.7,30.3,25,Extra-EU-28
Belgium,'07,30 to 34,36.3,30.5,33.2,Foreign country
Belgium,'07,30 to 34,15.9,41.2,42.9,Reporting country
Belgium,'08,25 to 54,29.9,34.3,35.9,EU-28
Belgium,'08,25 to 54,43.9,28.8,27.3,Extra-EU-28
Belgium,'08,25 to 54,37.9,31.1,31,Foreign country
Belgium,'08,25 to 54,23.1,40.9,36,Reporting country
Belgium,'08,30 to 34,22,32.4,45.6,EU-28
Belgium,'08,30 to 34,39.8,30.9,29.3,Extra-EU-28
Belgium,'08,30 to 34,33.1,31.5,35.4,Foreign country
Belgium,'08,30 to 34,13.6,41.9,44.5,Reporting country
Belgium,'09,25 to 54,30.2,31.7,38.1,EU-28
Belgium,'09,25 to 54,44,28.6,27.4,Extra-EU-28
Belgium,'09,25 to 54,38.4,29.9,31.7,Foreign country
Belgium,'09,25 to 54,21.7,41,37.2,Reporting country
Belgium,'09,30 to 34,22.5,33.1,44.5,EU-28
Belgium,'09,30 to 34,41.1,32.1,26.9,Extra-EU-28
Belgium,'09,30 to 34,34.6,32.4,33,Foreign country
Belgium,'09,30 to 34,13.4,42.6,44,Reporting country
Belgium,'10,25 to 54,28.3,31.5,40.2,EU-28
Belgium,'10,25 to 54,43.5,29.2,27.3,Extra-EU-28
Belgium,'10,25 to 54,37.2,30.1,32.7,Foreign country
Belgium,'10,25 to 54,22.1,39,38.8,Reporting country
Belgium,'10,25 to 54,24.8,37.5,37.8,Total
Belgium,'10,30 to 34,17.7,30.8,51.5,EU-28
Belgium,'10,30 to 34,38.3,34.2,27.5,Extra-EU-28
Belgium,'10,30 to 34,30.8,33,36.3,Foreign country
Belgium,'10,30 to 34,14.1,39.4,46.5,Reporting country
Belgium,'10,30 to 34,17.4,38.1,44.4,Total
Belgium,'11,25 to 54,27.7,33.5,38.8,EU-28
Belgium,'11,25 to 54,44.3,29.1,26.6,Extra-EU-28
Belgium,'11,25 to 54,37.8,30.8,31.4,Foreign country
Belgium,'11,25 to 54,20.9,40.3,38.8,Reporting country
Belgium,'11,25 to 54,24,38.5,37.4,Total
Belgium,'11,30 to 34,21.7,31.4,46.9,EU-28
Belgium,'11,30 to 34,40.3,31,28.6,Extra-EU-28
Belgium,'11,30 to 34,34.1,31.2,34.8,Foreign country
Belgium,'11,30 to 34,14.3,41.1,44.6,Reporting country
Belgium,'11,30 to 34,18.4,39.1,42.6,Total
Belgium,'12,25 to 54,27.4,33,39.7,EU-28
Belgium,'12,25 to 54,43.3,29.8,26.9,Extra-EU-28
Belgium,'12,25 to 54,37.2,31,31.8,Foreign country
Belgium,'12,25 to 54,20.6,39.6,39.9,Reporting country
Belgium,'12,25 to 54,23.7,37.9,38.3,Total
Belgium,'12,30 to 34,21.6,28.9,49.5,EU-28
Belgium,'12,30 to 34,42.3,32.9,24.8,Extra-EU-28
Belgium,'12,30 to 34,35,31.5,33.6,Foreign country
Belgium,'12,30 to 34,14,39.5,46.5,Reporting country
Belgium,'12,30 to 34,18.2,37.9,43.9,Total
Belgium,'13,25 to 54,27,33.5,39.5,EU-28
Belgium,'13,25 to 54,43.9,29.1,27,Extra-EU-28
Belgium,'13,25 to 54,37.2,30.8,32,Foreign country
Belgium,'13,25 to 54,19.2,40.8,40,Reporting country
Belgium,'13,25 to 54,22.7,38.9,38.4,Total
Belgium,'13,30 to 34,23.3,33.8,42.9,EU-28
Belgium,'13,30 to 34,43.4,30.1,26.5,Extra-EU-28
Belgium,'13,30 to 34,36,31.5,32.5,Foreign country
Belgium,'13,30 to 34,14.1,40.2,45.7,Reporting country
Belgium,'13,30 to 34,19,38.3,42.7,Total
Belgium,'14,25 to 54,25.2,32.4,42.4,EU-28
Belgium,'14,25 to 54,44.3,28.4,27.3,Extra-EU-28
Belgium,'14,25 to 54,36.7,30,33.3,Foreign country
Belgium,'14,25 to 54,18.2,40,41.8,Reporting country
Belgium,'14,25 to 54,21.8,38,40.1,Total
Belgium,'14,30 to 34,22.9,30.1,47,EU-28
Belgium,'14,30 to 34,42.4,29.2,28.4,Extra-EU-28
Belgium,'14,30 to 34,35.3,29.5,35.2,Foreign country
Belgium,'14,30 to 34,13.7,40.1,46.2,Reporting country
Belgium,'14,30 to 34,18.3,37.9,43.8,Total
Belgium,'15,25 to 54,23.7,33,43.3,EU-28
Belgium,'15,25 to 54,41.8,31.9,26.3,Extra-EU-28
Belgium,'15,25 to 54,34.6,32.3,33.1,Foreign country
Belgium,'15,25 to 54,17.4,40.8,41.8,Reporting country
Belgium,'15,25 to 54,20.9,39.1,40,Total
Belgium,'15,30 to 34,19.7,31.7,48.5,EU-28
Belgium,'15,30 to 34,38.7,34.1,27.2,Extra-EU-28
Belgium,'15,30 to 34,31.2,33.2,35.6,Foreign country
Belgium,'15,30 to 34,14.4,40.8,44.8,Reporting country
Belgium,'15,30 to 34,18.2,39.1,42.7,Total
Belgium,'16,25 to 54,22.4,33.9,43.8,EU-28
Belgium,'16,25 to 54,40.9,31.9,27.2,Extra-EU-28
Belgium,'16,25 to 54,33.8,32.7,33.5,Foreign country
Belgium,'16,25 to 54,16.8,40.5,42.6,Reporting country
Belgium,'16,25 to 54,20.4,38.9,40.7,Total
Belgium,'16,30 to 34,18.4,30,51.7,EU-28
Belgium,'16,30 to 34,39.1,32.2,28.7,Extra-EU-28
Belgium,'16,30 to 34,31.7,31.4,36.9,Foreign country
Belgium,'16,30 to 34,13.1,38.7,48.2,Reporting country
Belgium,'16,30 to 34,17.5,37,45.6,Total
Austria,'06,25 to 54,10.9,60.7,28.5,EU-28
Austria,'06,25 to 54,43.3,43.3,13.4,Extra-EU-28
Austria,'06,25 to 54,31.7,49.5,18.8,Foreign country
Austria,'06,25 to 54,14.2,67.3,18.5,Reporting country
Austria,'06,30 to 34,9.3,63.9,26.8,EU-28
Austria,'06,30 to 34,44.3,41.5,14.1,Extra-EU-28
Austria,'06,30 to 34,31.7,49.6,18.7,Foreign country
Austria,'06,30 to 34,8.6,69.6,21.8,Reporting country
Austria,'07,25 to 54,11.6,60.2,28.2,EU-28
Austria,'07,25 to 54,44.7,42.9,12.4,Extra-EU-28
Austria,'07,25 to 54,32.9,49.1,18,Foreign country
Austria,'07,25 to 54,14,67.6,18.4,Reporting country
Austria,'07,30 to 34,11.2,58,30.8,EU-28
Austria,'07,30 to 34,41.8,45.2,13.1,Extra-EU-28
Austria,'07,30 to 34,30.3,50,19.7,Foreign country
Austria,'07,30 to 34,8.6,70.2,21.2,Reporting country
Austria,'08,25 to 54,9.8,63.8,26.3,EU-28
Austria,'08,25 to 54,41.7,45.1,13.2,Extra-EU-28
Austria,'08,25 to 54,30.5,51.7,17.8,Foreign country
Austria,'08,25 to 54,13.2,67.9,18.9,Reporting country
Austria,'08,30 to 34,10.8,53.9,35.3,EU-28
Austria,'08,30 to 34,37.5,48.3,14.1,Extra-EU-28
Austria,'08,30 to 34,27.3,50.5,22.3,Foreign country
Austria,'08,30 to 34,8.7,69.5,21.8,Reporting country
Austria,'09,25 to 54,10.5,59.3,30.2,EU-28
Austria,'09,25 to 54,41.6,44.5,13.9,Extra-EU-28
Austria,'09,25 to 54,30.4,49.8,19.8,Foreign country
Austria,'09,25 to 54,12.4,67.8,19.8,Reporting country
Austria,'09,30 to 34,10.6,52.5,36.9,EU-28
Austria,'09,30 to 34,37.7,46.2,16.2,Extra-EU-28
Austria,'09,30 to 34,27.3,48.6,24.1,Foreign country
Austria,'09,30 to 34,7.4,69.4,23.2,Reporting country
Austria,'10,25 to 54,10.6,60.1,29.3,EU-28
Austria,'10,25 to 54,39.7,45.3,15,Extra-EU-28
Austria,'10,25 to 54,28.9,50.8,20.3,Foreign country
Austria,'10,25 to 54,11.8,68.4,19.8,Reporting country
Austria,'10,25 to 54,15.2,64.9,19.9,Total
Austria,'10,30 to 34,9.1,56.1,34.8,EU-28
Austria,'10,30 to 34,40.5,41.9,17.7,Extra-EU-28
Austria,'10,30 to 34,28.5,47.3,24.2,Foreign country
Austria,'10,30 to 34,7.1,69.8,23.1,Reporting country
Austria,'10,30 to 34,12.2,64.4,23.4,Total
Austria,'11,25 to 54,9.8,61.3,28.9,EU-28
Austria,'11,25 to 54,40.2,45.7,14.1,Extra-EU-28
Austria,'11,25 to 54,28.7,51.6,19.7,Foreign country
Austria,'11,25 to 54,11.5,68.2,20.3,Reporting country
Austria,'11,25 to 54,14.9,64.9,20.2,Total
Austria,'11,30 to 34,9.8,58.3,31.8,EU-28
Austria,'11,30 to 34,37.4,44.8,17.8,Extra-EU-28
Austria,'11,30 to 34,25.4,50.7,23.9,Foreign country
Austria,'11,30 to 34,8.2,68.4,23.5,Reporting country
Austria,'11,30 to 34,12.5,64,23.6,Total
Austria,'12,25 to 54,8.6,60.7,30.8,EU-28
Austria,'12,25 to 54,39.7,46.7,13.7,Extra-EU-28
Austria,'12,25 to 54,27.5,52.1,20.3,Foreign country
Austria,'12,25 to 54,11.3,67.9,20.8,Reporting country
Austria,'12,25 to 54,14.5,64.8,20.7,Total
Austria,'12,30 to 34,7.9,58.2,34,EU-28
Austria,'12,30 to 34,34.6,48.8,16.6,Extra-EU-28
Austria,'12,30 to 34,22.9,52.9,24.2,Foreign country
Austria,'12,30 to 34,7.1,66.3,26.7,Reporting country
Austria,'12,30 to 34,10.9,63,26.1,Total
Austria,'13,25 to 54,9.9,59.2,30.9,EU-28
Austria,'13,25 to 54,38.8,45.6,15.5,Extra-EU-28
Austria,'13,25 to 54,27.5,50.9,21.6,Foreign country
Austria,'13,25 to 54,10.9,67.2,21.9,Reporting country
Austria,'13,25 to 54,14.4,63.8,21.8,Total
Austria,'13,30 to 34,10.1,53.8,36.2,EU-28
Austria,'13,30 to 34,33,48.6,18.4,Extra-EU-28
Austria,'13,30 to 34,23.4,50.7,25.8,Foreign country
Austria,'13,30 to 34,6.4,66,27.5,Reporting country
Austria,'13,30 to 34,10.8,62.1,27.1,Total
Austria,'14,25 to 54,9.8,50.3,39.9,EU-28
Austria,'14,25 to 54,35.6,41.7,22.7,Extra-EU-28
Austria,'14,25 to 54,25.1,45.2,29.8,Foreign country
Austria,'14,25 to 54,10.5,56.5,33,Reporting country
Austria,'14,25 to 54,13.7,54,32.3,Total
Austria,'14,30 to 34,9.4,45.3,45.3,EU-28
Austria,'14,30 to 34,27.3,46,26.7,Extra-EU-28
Austria,'14,30 to 34,19.3,45.7,35,Foreign country
Austria,'14,30 to 34,6,52.2,41.8,Reporting country
Austria,'14,30 to 34,9.6,50.5,40,Total
Austria,'15,25 to 54,8.9,48.2,42.9,EU-28
Austria,'15,25 to 54,33.9,42.5,23.6,Extra-EU-28
Austria,'15,25 to 54,23.7,44.8,31.4,Foreign country
Austria,'15,25 to 54,9.7,56.7,33.6,Reporting country
Austria,'15,25 to 54,13.1,53.9,33.1,Total
Austria,'15,30 to 34,10.1,49.6,40.3,EU-28
Austria,'15,30 to 34,29.2,43.7,27.1,Extra-EU-28
Austria,'15,30 to 34,20.3,46.4,33.2,Foreign country
Austria,'15,30 to 34,7.2,51.7,41,Reporting country
Austria,'15,30 to 34,11.1,50.2,38.7,Total
Austria,'16,25 to 54,8.7,49.3,42,EU-28
Austria,'16,25 to 54,35.7,40.1,24.2,Extra-EU-28
Austria,'16,25 to 54,24.9,43.8,31.3,Foreign country
Austria,'16,25 to 54,10,55.2,34.8,Reporting country
Austria,'16,25 to 54,13.7,52.4,33.9,Total
Austria,'16,30 to 34,10.7,47.9,41.3,EU-28
Austria,'16,30 to 34,31.3,39.1,29.6,Extra-EU-28
Austria,'16,30 to 34,22.1,43,34.8,Foreign country
Austria,'16,30 to 34,7.7,50,42.3,Reporting country
Austria,'16,30 to 34,12,47.9,40.1,Total
,--,--,100,100,100,--
