Host Country,Year,Age,Primary %,Secondary %,Tertiary %,COB
Norway,'10,25 to 54,26.2,35.3,38.5,Foreign country
Norway,'10,25 to 54,17.4,42.7,39.9,Reporting country
Norway,'10,25 to 54,18.5,41.7,39.7,Total
Norway,'10,30 to 34,9.1,42.7,48.2,EU-28
Norway,'10,30 to 34,33.1,33.7,33.2,Extra-EU-28
Norway,'10,30 to 34,24.2,37.1,38.7,Foreign country
Norway,'10,30 to 34,12.5,38.5,49,Reporting country
Norway,'10,30 to 34,14.5,38.2,47.3,Total
Norway,'11,25 to 54,13.7,42.9,43.4,EU-28
Norway,'11,25 to 54,31.3,32.8,36,Extra-EU-28
Norway,'11,25 to 54,24.7,36.6,38.7,Foreign country
Norway,'11,25 to 54,17.6,42,40.4,Reporting country
Norway,'11,25 to 54,18.6,41.3,40.2,Total
Norway,'11,30 to 34,12.1,45.7,42.1,EU-28
Norway,'11,30 to 34,31.8,31.2,37,Extra-EU-28
Norway,'11,30 to 34,24.6,36.6,38.9,Foreign country
Norway,'11,30 to 34,12.8,36,51.2,Reporting country
Norway,'11,30 to 34,15.1,36.2,48.8,Total
Norway,'12,25 to 54,11,44.9,44.1,EU-28
Norway,'12,25 to 54,28.6,34.8,36.6,Extra-EU-28
Norway,'12,25 to 54,21.5,38.9,39.6,Foreign country
Norway,'12,25 to 54,17.1,41.5,41.4,Reporting country
Norway,'12,25 to 54,17.8,41.1,41.1,Total
Norway,'12,30 to 34,10.4,40.9,48.8,EU-28
Norway,'12,30 to 34,27.9,31.8,40.3,Extra-EU-28
Norway,'12,30 to 34,20.6,35.6,43.8,Foreign country
Norway,'12,30 to 34,15.3,36.1,48.6,Reporting country
Norway,'12,30 to 34,16.4,36.1,47.6,Total
Norway,'13,25 to 54,9.8,43.7,46.4,EU-28
Norway,'13,25 to 54,29.8,32.7,37.5,Extra-EU-28
Norway,'13,25 to 54,21.3,37.4,41.3,Foreign country
Norway,'13,25 to 54,16.6,40.9,42.6,Reporting country
Norway,'13,25 to 54,17.3,40.3,42.3,Total
Norway,'13,30 to 34,7.6,44.8,47.7,EU-28
Norway,'13,30 to 34,30.8,29.1,40.1,Extra-EU-28
Norway,'13,30 to 34,20.4,36.1,43.5,Foreign country
Norway,'13,30 to 34,16.6,33.2,50.2,Reporting country
Norway,'13,30 to 34,17.4,33.8,48.8,Total
Norway,'14,25 to 54,11.3,39.8,48.8,EU-28
Norway,'14,25 to 54,31.1,31.2,37.7,Extra-EU-28
Norway,'14,25 to 54,22.6,34.9,42.5,Foreign country
Norway,'14,25 to 54,15.4,38.6,45.9,Reporting country
Norway,'14,25 to 54,16.7,38,45.3,Total
Norway,'14,30 to 34,7.1,41,51.9,EU-28
Norway,'14,30 to 34,32.8,26.7,40.5,Extra-EU-28
Norway,'14,30 to 34,21.5,33,45.5,Foreign country
Norway,'14,30 to 34,15.3,30.5,54.2,Reporting country
Norway,'14,30 to 34,16.7,31.1,52.1,Total
Norway,'15,25 to 54,12.5,37.5,50,EU-28
Norway,'15,25 to 54,31.9,31.1,36.9,Extra-EU-28
Norway,'15,25 to 54,23.4,33.9,42.6,Foreign country
Norway,'15,25 to 54,15.2,37.9,46.9,Reporting country
Norway,'15,25 to 54,16.8,37.2,46.1,Total
Norway,'15,30 to 34,10.4,36.8,52.8,EU-28
Norway,'15,30 to 34,35.3,21.9,42.9,Extra-EU-28
Norway,'15,30 to 34,24.1,28.6,47.4,Foreign country
Norway,'15,30 to 34,15.6,32.2,52.1,Reporting country
Norway,'15,30 to 34,17.6,31.5,50.9,Total
Norway,'16,25 to 54,12.8,37.8,49.4,EU-28
Norway,'16,25 to 54,32,30.9,37.1,Extra-EU-28
Norway,'16,25 to 54,24.2,33.7,42.1,Foreign country
Norway,'16,25 to 54,15.2,37.7,47.1,Reporting country
Norway,'16,25 to 54,16.9,37,46.1,Total
Norway,'16,30 to 34,12.9,32.9,54.1,EU-28
Norway,'16,30 to 34,30,27.3,42.7,Extra-EU-28
Norway,'16,30 to 34,23.2,29.6,47.3,Foreign country
Norway,'16,30 to 34,16.5,32.5,51,Reporting country
Norway,'16,30 to 34,18,31.9,50.1,Total
Netherlands,'06,25 to 54,12.9,52.3,34.8,EU-28
Netherlands,'06,25 to 54,34.8,44.2,21,Extra-EU-28
Netherlands,'06,25 to 54,30.6,45.7,23.6,Foreign country
Netherlands,'06,25 to 54,23,43.8,33.2,Reporting country
Netherlands,'06,30 to 34,13.1,46.9,40,EU-28
Netherlands,'06,30 to 34,34.5,43.8,21.8,Extra-EU-28
Netherlands,'06,30 to 34,30.5,44.3,25.1,Foreign country
Netherlands,'06,30 to 34,16.7,45.2,38.2,Reporting country
Netherlands,'07,25 to 54,11.6,52.7,35.7,EU-28
Netherlands,'07,25 to 54,34.7,43.9,21.4,Extra-EU-28
Netherlands,'07,25 to 54,30.2,45.6,24.2,Foreign country
Netherlands,'07,25 to 54,22.1,44.2,33.7,Reporting country
Netherlands,'07,30 to 34,10.4,44.3,45.3,EU-28
Netherlands,'07,30 to 34,31.3,45.7,23,Extra-EU-28
Netherlands,'07,30 to 34,27.5,45.4,27.1,Foreign country
Netherlands,'07,30 to 34,16.1,45.6,38.3,Reporting country
Netherlands,'08,25 to 54,17.4,40.8,41.8,EU-28
Netherlands,'08,25 to 54,38.9,37.6,23.6,Extra-EU-28
Netherlands,'08,25 to 54,34.7,38.2,27.1,Foreign country
Netherlands,'08,25 to 54,21.2,43.6,35.2,Reporting country
Netherlands,'08,30 to 34,16.8,32.3,50.9,EU-28
Netherlands,'08,30 to 34,36,38.9,25,Extra-EU-28
Netherlands,'08,30 to 34,32.3,37.7,30,Foreign country
Netherlands,'08,30 to 34,15,42.6,42.4,Reporting country
Netherlands,'09,25 to 54,20.8,33.9,45.3,EU-28
Netherlands,'09,25 to 54,41,34.3,24.7,Extra-EU-28
Netherlands,'09,25 to 54,36.9,34.2,28.9,Foreign country
Netherlands,'09,25 to 54,20.7,43.8,35.5,Reporting country
Netherlands,'09,30 to 34,17.7,26.4,55.9,EU-28
Netherlands,'09,30 to 34,37.7,36.9,25.4,Extra-EU-28
Netherlands,'09,30 to 34,33.8,34.9,31.3,Foreign country
Netherlands,'09,30 to 34,14.3,43.2,42.5,Reporting country
Netherlands,'10,25 to 54,23,36.6,40.4,EU-28
Netherlands,'10,25 to 54,40.7,33.7,25.6,Extra-EU-28
Netherlands,'10,25 to 54,37.3,34.3,28.5,Foreign country
Netherlands,'10,25 to 54,21.5,43.8,34.8,Reporting country
Netherlands,'10,25 to 54,23.8,42.4,33.8,Total
Netherlands,'10,30 to 34,18.4,29.7,51.9,EU-28
Netherlands,'10,30 to 34,34.7,35.7,29.5,Extra-EU-28
Netherlands,'10,30 to 34,31.3,34.5,34.2,Foreign country
Netherlands,'10,30 to 34,14.2,43,42.8,Reporting country
Netherlands,'10,30 to 34,17,41.6,41.4,Total
Netherlands,'11,25 to 54,24.1,35.2,40.6,EU-28
Netherlands,'11,25 to 54,39.7,34.5,25.8,Extra-EU-28
Netherlands,'11,25 to 54,36.5,34.6,28.8,Foreign country
Netherlands,'11,25 to 54,21.4,43.5,35.1,Reporting country
Netherlands,'11,25 to 54,23.7,42.2,34.1,Total
Netherlands,'11,30 to 34,22.6,33.4,44,EU-28
Netherlands,'11,30 to 34,36.7,36.7,26.7,Extra-EU-28
Netherlands,'11,30 to 34,33.6,35.9,30.4,Foreign country
Netherlands,'11,30 to 34,14.8,41.8,43.4,Reporting country
Netherlands,'11,30 to 34,18,40.8,41.2,Total
Netherlands,'12,25 to 54,21.5,36.4,42,EU-28
Netherlands,'12,25 to 54,37.1,36.7,26.2,Extra-EU-28
Netherlands,'12,25 to 54,33.9,36.7,29.4,Foreign country
Netherlands,'12,25 to 54,20.7,43.2,36.1,Reporting country
Netherlands,'12,25 to 54,22.8,42.2,35,Total
Netherlands,'12,30 to 34,19.9,34.4,45.7,EU-28
Netherlands,'12,30 to 34,32,39.6,28.4,Extra-EU-28
Netherlands,'12,30 to 34,29.2,38.4,32.4,Foreign country
Netherlands,'12,30 to 34,14.4,41.3,44.2,Reporting country
Netherlands,'12,30 to 34,16.9,40.8,42.2,Total
Netherlands,'13,25 to 54,15.8,47.2,37,EU-28
Netherlands,'13,25 to 54,31.7,46.2,22,Extra-EU-28
Netherlands,'13,25 to 54,28.3,46.5,25.2,Foreign country
Netherlands,'13,25 to 54,19.3,42.7,38,Reporting country
Netherlands,'13,25 to 54,20.7,43.3,36,Total
Netherlands,'13,30 to 34,14.7,49,36.2,EU-28
Netherlands,'13,30 to 34,27.6,45.4,27,Extra-EU-28
Netherlands,'13,30 to 34,24.4,46.3,29.3,Foreign country
Netherlands,'13,30 to 34,13.7,40.5,45.9,Reporting country
Netherlands,'13,30 to 34,15.4,41.4,43.2,Total
Netherlands,'14,25 to 54,16.1,45.4,38.5,EU-28
Netherlands,'14,25 to 54,35,42.4,22.7,Extra-EU-28
Netherlands,'14,25 to 54,30.7,43.1,26.3,Foreign country
Netherlands,'14,25 to 54,18.8,42.6,38.7,Reporting country
Netherlands,'14,25 to 54,20.6,42.6,36.8,Total
Netherlands,'14,30 to 34,15.3,42.8,41.9,EU-28
Netherlands,'14,30 to 34,30.5,42.2,27.3,Extra-EU-28
Netherlands,'14,30 to 34,26.6,42.4,31,Foreign country
Netherlands,'14,30 to 34,12.8,39.8,47.4,Reporting country
Netherlands,'14,30 to 34,15.2,40.1,44.8,Total
Netherlands,'15,25 to 54,17.5,43.5,39,EU-28
Netherlands,'15,25 to 54,34.4,40.4,25.2,Extra-EU-28
Netherlands,'15,25 to 54,30.4,41.1,28.5,Foreign country
Netherlands,'15,25 to 54,18,42.3,39.7,Reporting country
Netherlands,'15,25 to 54,19.9,42.1,38.1,Total
Netherlands,'15,30 to 34,16.4,35,48.5,EU-28
Netherlands,'15,30 to 34,28.7,39.6,31.7,Extra-EU-28
Netherlands,'15,30 to 34,25.4,38.4,36.2,Foreign country
Netherlands,'15,30 to 34,13,38.8,48.2,Reporting country
Netherlands,'15,30 to 34,15.1,38.6,46.3,Total
Netherlands,'16,25 to 54,16.3,45.1,38.6,EU-28
Netherlands,'16,25 to 54,33.1,40.4,26.5,Extra-EU-28
Netherlands,'16,25 to 54,29.1,41.5,29.4,Foreign country
Netherlands,'16,25 to 54,17.4,42.1,40.5,Reporting country
Netherlands,'16,25 to 54,19.3,41.9,38.8,Total
Netherlands,'16,30 to 34,12.9,46.1,41,EU-28
Netherlands,'16,30 to 34,30.6,40,29.4,Extra-EU-28
Netherlands,'16,30 to 34,26,41.6,32.4,Foreign country
Netherlands,'16,30 to 34,13.1,38.7,48.2,Reporting country
Netherlands,'16,30 to 34,15.2,39.1,45.7,Total
Malta,'06,25 to 54,69.5,18.9,0,EU-28
Malta,'06,25 to 54,58.2,21.6,20.2,Extra-EU-28
Malta,'06,25 to 54,61.9,20.7,17.4,Foreign country
Malta,'06,25 to 54,70,17.1,12.9,Reporting country
Malta,'06,30 to 34,52.7,0,29.2,Extra-EU-28
Malta,'06,30 to 34,55.2,0,25.5,Foreign country
Malta,'06,30 to 34,59.7,20.1,20.2,Reporting country
Malta,'07,25 to 54,57.3,23.9,18.8,EU-28
Malta,'07,25 to 54,52.9,22.5,24.6,Extra-EU-28
Malta,'07,25 to 54,54.3,22.9,22.8,Foreign country
Malta,'07,25 to 54,69.4,17.1,13.5,Reporting country
Malta,'07,30 to 34,43.9,0,0,Extra-EU-28
Malta,'07,30 to 34,48.4,0,28.5,Foreign country
Malta,'07,30 to 34,58,21.7,20.3,Reporting country
Malta,'08,25 to 54,48.4,33.7,17.9,EU-28
Malta,'08,25 to 54,49.6,25.9,24.4,Extra-EU-28
Malta,'08,25 to 54,49.2,28.4,22.4,Foreign country
Malta,'08,25 to 54,68.1,17,14.9,Reporting country
Malta,'08,30 to 34,47.3,26,26.7,Extra-EU-28
Malta,'08,30 to 34,48.8,25.8,25.4,Foreign country
Malta,'08,30 to 34,56.9,22.4,20.7,Reporting country
Malta,'09,25 to 54,50.8,27.4,21.8,EU-28
Malta,'09,25 to 54,48.1,31.3,20.6,Extra-EU-28
Malta,'09,25 to 54,49,30,21,Foreign country
Malta,'09,25 to 54,64.7,19.7,15.6,Reporting country
Malta,'09,30 to 34,47.1,31.1,0,Extra-EU-28
Malta,'09,30 to 34,50.9,27,22.1,Foreign country
Malta,'09,30 to 34,55.8,22.3,21.9,Reporting country
Malta,'10,25 to 54,49.8,20.7,29.5,EU-28
Malta,'10,25 to 54,49.6,27.8,22.6,Extra-EU-28
Malta,'10,25 to 54,49.7,24.8,25.5,Foreign country
Malta,'10,25 to 54,62.2,21,16.7,Reporting country
Malta,'10,25 to 54,61.4,21.3,17.3,Total
Malta,'10,30 to 34,47.8,0,0,Extra-EU-28
Malta,'10,30 to 34,48.4,0,28.9,Foreign country
Malta,'10,30 to 34,55.5,22.7,21.8,Reporting country
Malta,'10,30 to 34,55.2,22.7,22.1,Total
Malta,'11,25 to 54,54.6,19.4,26,EU-28
Malta,'11,25 to 54,47.1,26.7,26.2,Extra-EU-28
Malta,'11,25 to 54,49.7,24.2,26.1,Foreign country
Malta,'11,25 to 54,59,22.3,18.7,Reporting country
Malta,'11,25 to 54,58.4,22.4,19.2,Total
Malta,'11,30 to 34,0,0,40.3,Extra-EU-28
Malta,'11,30 to 34,33.5,25.3,41.2,Foreign country
Malta,'11,30 to 34,48,29.6,22.4,Reporting country
Malta,'11,30 to 34,47.2,29.4,23.4,Total
Malta,'12,25 to 54,51.1,25,23.9,EU-28
Malta,'12,25 to 54,43.1,26.5,30.4,Extra-EU-28
Malta,'12,25 to 54,45.3,26.1,28.6,Foreign country
Malta,'12,25 to 54,56.4,23.5,20.1,Reporting country
Malta,'12,25 to 54,55.7,23.6,20.7,Total
Malta,'12,30 to 34,29.2,33,37.9,Extra-EU-28
Malta,'12,30 to 34,28.2,30.8,41,Foreign country
Malta,'12,30 to 34,46.1,29.9,24,Reporting country
Malta,'12,30 to 34,45.1,30,24.9,Total
Malta,'13,25 to 54,42.7,31.6,25.7,EU-28
Malta,'13,25 to 54,41.5,21.7,36.8,Extra-EU-28
Malta,'13,25 to 54,41.9,24.6,33.6,Foreign country
Malta,'13,25 to 54,54.3,24.5,21.2,Reporting country
Malta,'13,25 to 54,53.3,24.5,22.1,Total
Malta,'13,30 to 34,27.2,23.1,49.7,Extra-EU-28
Malta,'13,30 to 34,24.6,30.1,45.4,Foreign country
Malta,'13,30 to 34,47,28.5,24.5,Reporting country
Malta,'13,30 to 34,45.4,28.6,26,Total
Malta,'14,25 to 54,36.2,27.4,36.4,EU-28
Malta,'14,25 to 54,41.4,18.8,39.8,Extra-EU-28
Malta,'14,25 to 54,39.8,21.4,38.7,Foreign country
Malta,'14,25 to 54,53,25.6,21.5,Reporting country
Malta,'14,25 to 54,51.8,25.2,23,Total
Malta,'14,30 to 34,41.6,0,39.1,Extra-EU-28
Malta,'14,30 to 34,37.1,20.6,42.3,Foreign country
Malta,'14,30 to 34,47.8,26.9,25.3,Reporting country
Malta,'14,30 to 34,47,26.5,26.5,Total
Malta,'15,25 to 54,38.6,25.4,35.9,EU-28
Malta,'15,25 to 54,48.7,23,28.2,Extra-EU-28
Malta,'15,25 to 54,45.3,23.9,30.8,Foreign country
Malta,'15,25 to 54,50.9,26.9,22.2,Reporting country
Malta,'15,25 to 54,50.4,26.6,23,Total
Malta,'15,30 to 34,0,0,49.8,EU-28
Malta,'15,30 to 34,42.3,28.9,28.8,Extra-EU-28
Malta,'15,30 to 34,34.2,30.8,35.1,Foreign country
Malta,'15,30 to 34,44.9,28,27.1,Reporting country
Malta,'15,30 to 34,43.9,28.3,27.8,Total
Malta,'16,25 to 54,34.3,34.3,31.4,EU-28
Malta,'16,25 to 54,47.1,27.1,25.8,Extra-EU-28
Malta,'16,25 to 54,43.4,29.2,27.4,Foreign country
Malta,'16,25 to 54,49.3,27.2,23.5,Reporting country
Malta,'16,25 to 54,48.8,27.3,23.9,Total
Malta,'16,30 to 34,36.6,30.1,33.3,Extra-EU-28
Malta,'16,30 to 34,33.4,31.2,35.4,Foreign country
Malta,'16,30 to 34,40.5,30.2,29.3,Reporting country
Malta,'16,30 to 34,39.9,30.3,29.8,Total
Macedonia*,'10,25 to 54,35.1,49,15.9,Total
Macedonia*,'10,30 to 34,33.6,49.3,17.1,Total
Macedonia*,'11,25 to 54,33.9,48.1,18,Total
Macedonia*,'11,30 to 34,33.1,46.5,20.4,Total
Macedonia*,'12,25 to 54,32.4,49.3,18.4,Total
Macedonia*,'12,30 to 34,30.4,47.9,21.7,Total
Macedonia*,'13,25 to 54,14.4,58.9,26.6,EU-28
Macedonia*,'13,25 to 54,33.9,51.1,15,Extra-EU-28
Macedonia*,'13,25 to 54,28.6,53.2,18.2,Foreign country
Macedonia*,'13,25 to 54,31.7,50.6,17.7,Reporting country
Macedonia*,'13,25 to 54,31.7,50.6,17.7,Total
Macedonia*,'13,30 to 34,0,52.6,0,EU-28
Macedonia*,'13,30 to 34,29.8,55.4,0,Extra-EU-28
Macedonia*,'13,30 to 34,24.7,54.4,20.9,Foreign country
Macedonia*,'13,30 to 34,26.4,50.4,23.1,Reporting country
Macedonia*,'13,30 to 34,26.4,50.5,23.1,Total
Macedonia*,'14,25 to 54,29.7,49.7,20.6,EU-28
Macedonia*,'14,25 to 54,44.7,43.9,11.4,Extra-EU-28
Macedonia*,'14,25 to 54,40.4,45.6,14,Foreign country
Macedonia*,'14,25 to 54,31.8,49.6,18.5,Reporting country
Macedonia*,'14,25 to 54,32.1,49.5,18.4,Total
Macedonia*,'14,30 to 34,27.1,48.4,0,EU-28
Macedonia*,'14,30 to 34,38.4,48.4,0,Extra-EU-28
Macedonia*,'14,30 to 34,33.9,48.4,17.8,Foreign country
Macedonia*,'14,30 to 34,26.3,48.5,25.1,Reporting country
Macedonia*,'14,30 to 34,26.5,48.5,24.9,Total
Macedonia*,'15,25 to 54,19.3,57.5,23.2,EU-28
Macedonia*,'15,25 to 54,38.3,44.2,17.5,Extra-EU-28
Macedonia*,'15,25 to 54,33.2,47.8,19.1,Foreign country
Macedonia*,'15,25 to 54,30.9,48.8,20.2,Reporting country
Macedonia*,'15,25 to 54,31,48.8,20.2,Total
Macedonia*,'15,30 to 34,0,54.2,0,EU-28
Macedonia*,'15,30 to 34,43.5,49,0,Extra-EU-28
Macedonia*,'15,30 to 34,32.9,51.4,15.7,Foreign country
Macedonia*,'15,30 to 34,23.5,47.5,29,Reporting country
Macedonia*,'15,30 to 34,23.8,47.6,28.6,Total
Macedonia*,'16,25 to 54,15.2,52.6,32.2,EU-28
Macedonia*,'16,25 to 54,35.3,41.2,23.5,Extra-EU-28
Macedonia*,'16,25 to 54,30.2,44.1,25.7,Foreign country
Macedonia*,'16,25 to 54,28.5,49.2,22.3,Reporting country
Macedonia*,'16,25 to 54,28.5,49.1,22.4,Total
Macedonia*,'16,30 to 34,0,46.5,46.4,EU-28
Macedonia*,'16,30 to 34,36.7,29.6,33.7,Extra-EU-28
Macedonia*,'16,30 to 34,29.6,33.6,36.8,Foreign country
Macedonia*,'16,30 to 34,21.2,49.9,28.8,Reporting country
Macedonia*,'16,30 to 34,21.5,49.4,29.1,Total
Luxembourg,'06,25 to 54,35.6,33.2,31.2,EU-28
Luxembourg,'06,25 to 54,29.4,41.3,29.3,Extra-EU-28
Luxembourg,'06,25 to 54,34.8,34.3,31,Foreign country
Luxembourg,'06,25 to 54,29.5,49.7,20.8,Reporting country
Luxembourg,'06,30 to 34,28.9,29.2,41.9,EU-28
Luxembourg,'06,30 to 34,26.4,43.6,30,Extra-EU-28
Luxembourg,'06,30 to 34,28.6,31,40.4,Foreign country
Luxembourg,'06,30 to 34,19.2,51.3,29.6,Reporting country
Luxembourg,'07,25 to 54,35.2,29.2,35.6,EU-28
Luxembourg,'07,25 to 54,25.8,39.5,34.8,Extra-EU-28
Luxembourg,'07,25 to 54,33.9,30.7,35.4,Foreign country
Luxembourg,'07,25 to 54,29.4,48.8,21.9,Reporting country
Luxembourg,'07,30 to 34,32.4,27.1,40.4,EU-28
Luxembourg,'07,30 to 34,31.8,42.6,25.7,Extra-EU-28
Luxembourg,'07,30 to 34,32.3,30,37.7,Foreign country
Luxembourg,'07,30 to 34,22.3,45.2,32.5,Reporting country
Luxembourg,'08,25 to 54,32.9,29.7,37.4,EU-28
Luxembourg,'08,25 to 54,24.5,39.7,35.8,Extra-EU-28
Luxembourg,'08,25 to 54,31.7,31.1,37.2,Foreign country
Luxembourg,'08,25 to 54,27.7,49.8,22.5,Reporting country
Luxembourg,'08,30 to 34,26.8,24,49.2,EU-28
Luxembourg,'08,30 to 34,26.3,44.2,29.5,Extra-EU-28
Luxembourg,'08,30 to 34,26.7,27.7,45.7,Foreign country
Luxembourg,'08,30 to 34,15.6,52,32.4,Reporting country
Luxembourg,'09,25 to 54,24.6,29.6,45.7,EU-28
Luxembourg,'09,25 to 54,24.5,33.8,41.7,Extra-EU-28
Luxembourg,'09,25 to 54,24.6,30.3,45.1,Foreign country
Luxembourg,'09,25 to 54,17.7,53.1,29.2,Reporting country
Luxembourg,'09,30 to 34,19.1,23.5,57.4,EU-28
Luxembourg,'09,30 to 34,26.2,32.3,41.5,Extra-EU-28
Luxembourg,'09,30 to 34,20.4,25.1,54.4,Foreign country
Luxembourg,'09,30 to 34,12.7,50.8,36.5,Reporting country
Luxembourg,'10,25 to 54,23.6,30.8,45.6,EU-28
Luxembourg,'10,25 to 54,22.4,34.4,43.2,Extra-EU-28
Luxembourg,'10,25 to 54,23.4,31.3,45.2,Foreign country
Luxembourg,'10,25 to 54,17.1,52.9,30,Reporting country
Luxembourg,'10,25 to 54,20.3,41.8,37.8,Total
Luxembourg,'10,30 to 34,20.7,27,52.3,EU-28
Luxembourg,'10,30 to 34,18.8,34.9,46.3,Extra-EU-28
Luxembourg,'10,30 to 34,20.4,28.4,51.2,Foreign country
Luxembourg,'10,30 to 34,11.3,49.2,39.5,Reporting country
Luxembourg,'10,30 to 34,16.4,37.5,46.1,Total
Luxembourg,'11,25 to 54,25.2,27.6,47.2,EU-28
Luxembourg,'11,25 to 54,22.9,36,41.1,Extra-EU-28
Luxembourg,'11,25 to 54,24.8,29.1,46.1,Foreign country
Luxembourg,'11,25 to 54,17.2,51.8,31.1,Reporting country
Luxembourg,'11,25 to 54,21.2,39.7,39.1,Total
Luxembourg,'11,30 to 34,21.9,23,55.1,EU-28
Luxembourg,'11,30 to 34,23.3,33.2,43.5,Extra-EU-28
Luxembourg,'11,30 to 34,22.1,25,52.9,Foreign country
Luxembourg,'11,30 to 34,11.4,46.6,42,Reporting country
Luxembourg,'11,30 to 34,17.6,34.2,48.2,Total
Luxembourg,'12,25 to 54,22.6,27.1,50.3,EU-28
Luxembourg,'12,25 to 54,19.1,32,48.8,Extra-EU-28
Luxembourg,'12,25 to 54,22,28,50,Foreign country
Luxembourg,'12,25 to 54,16.2,51.2,32.6,Reporting country
Luxembourg,'12,25 to 54,19.4,38.5,42.2,Total
Luxembourg,'12,30 to 34,16.2,26.5,57.3,EU-28
Luxembourg,'12,30 to 34,19.4,33,47.6,Extra-EU-28
Luxembourg,'12,30 to 34,16.8,27.7,55.4,Foreign country
Luxembourg,'12,30 to 34,11.2,47.1,41.7,Reporting country
Luxembourg,'12,30 to 34,14.5,35.9,49.6,Total
Luxembourg,'13,25 to 54,19.7,28.1,52.2,EU-28
Luxembourg,'13,25 to 54,20.2,30,49.8,Extra-EU-28
Luxembourg,'13,25 to 54,19.8,28.5,51.8,Foreign country
Luxembourg,'13,25 to 54,15.3,50.6,34.1,Reporting country
Luxembourg,'13,25 to 54,17.8,38.4,43.9,Total
Luxembourg,'13,30 to 34,16,24,60,EU-28
Luxembourg,'13,30 to 34,17.2,31,51.7,Extra-EU-28
Luxembourg,'13,30 to 34,16.2,25.3,58.5,Foreign country
Luxembourg,'13,30 to 34,11,44.8,44.2,Reporting country
Luxembourg,'13,30 to 34,14,33.5,52.5,Total
Luxembourg,'14,25 to 54,16.6,23.7,59.8,EU-28
Luxembourg,'14,25 to 54,19.4,27.5,53.2,Extra-EU-28
Luxembourg,'14,25 to 54,17.1,24.3,58.6,Foreign country
Luxembourg,'14,25 to 54,14.4,48.2,37.4,Reporting country
Luxembourg,'14,25 to 54,15.9,34.7,49.4,Total
Luxembourg,'14,30 to 34,17.4,22.5,60.1,EU-28
Luxembourg,'14,30 to 34,19,22.8,58.2,Extra-EU-28
Luxembourg,'14,30 to 34,17.7,22.5,59.7,Foreign country
Luxembourg,'14,30 to 34,10.9,46.6,42.5,Reporting country
Luxembourg,'14,30 to 34,14.9,32.4,52.7,Total
Luxembourg,'15,25 to 54,24.1,22.3,53.6,EU-28
Luxembourg,'15,25 to 54,23.5,30,46.5,Extra-EU-28
Luxembourg,'15,25 to 54,24,23.8,52.2,Foreign country
Luxembourg,'15,25 to 54,18.2,47,34.8,Reporting country
Luxembourg,'15,25 to 54,21.9,33.4,44.7,Total
Luxembourg,'15,30 to 34,15.1,25.7,59.2,EU-28
Luxembourg,'15,30 to 34,16.9,31.7,51.4,Extra-EU-28
Luxembourg,'15,30 to 34,15.5,27.1,57.4,Foreign country
Luxembourg,'15,30 to 34,8.5,42.9,48.5,Reporting country
Luxembourg,'15,30 to 34,13.8,33.8,52.3,Total
Luxembourg,'16,25 to 54,21,23.8,55.2,EU-28
Luxembourg,'16,25 to 54,22.6,28.9,48.4,Extra-EU-28
Luxembourg,'16,25 to 54,21.3,24.8,53.9,Foreign country
Luxembourg,'16,25 to 54,15.6,48.2,36.2,Reporting country
Luxembourg,'16,25 to 54,19,34.5,46.5,Total
Luxembourg,'16,30 to 34,15.9,27.6,56.5,EU-28
Luxembourg,'16,30 to 34,13.9,26.6,59.6,Extra-EU-28
Luxembourg,'16,30 to 34,15.4,27.4,57.2,Foreign country
Luxembourg,'16,30 to 34,7.7,41.3,50.9,Reporting country
Luxembourg,'16,30 to 34,12.5,32.9,54.6,Total
Lithuania,'06,25 to 54,0,72.8,23.9,Extra-EU-28
Lithuania,'06,25 to 54,0,72.5,24.5,Foreign country
Lithuania,'06,25 to 54,9.3,62.4,28.3,Reporting country
Lithuania,'06,30 to 34,11.4,48.7,39.9,Reporting country
Lithuania,'07,25 to 54,0,68.7,27.7,Extra-EU-28
Lithuania,'07,25 to 54,0,68.1,28.4,Foreign country
Lithuania,'07,25 to 54,9.1,60.7,30.1,Reporting country
Lithuania,'07,30 to 34,15.1,48.5,36.4,Reporting country
Lithuania,'08,25 to 54,0,64.2,30.8,Extra-EU-28
Lithuania,'08,25 to 54,0,63.6,31.7,Foreign country
Lithuania,'08,25 to 54,7.4,60.5,32.1,Reporting country
Lithuania,'08,30 to 34,15,45.5,39.5,Reporting country
Lithuania,'09,25 to 54,0,63.1,34.1,Extra-EU-28
Lithuania,'09,25 to 54,0,63.4,33.5,Foreign country
Lithuania,'09,25 to 54,7.2,59.9,32.9,Reporting country
Lithuania,'09,30 to 34,14.9,45,40,Reporting country
Lithuania,'10,25 to 54,0,65.6,32.3,Extra-EU-28
Lithuania,'10,25 to 54,0,65.1,32.3,Foreign country
Lithuania,'10,25 to 54,6.9,58.1,35,Reporting country
Lithuania,'10,25 to 54,6.7,58.4,34.9,Total
Lithuania,'10,30 to 34,13.1,43.3,43.6,Reporting country
Lithuania,'10,30 to 34,12.9,43.3,43.8,Total
Lithuania,'11,25 to 54,0,66.8,31.3,Extra-EU-28
Lithuania,'11,25 to 54,0,66.5,31.1,Foreign country
Lithuania,'11,25 to 54,6.4,57.4,36.2,Reporting country
Lithuania,'11,25 to 54,6.2,57.7,36,Total
Lithuania,'11,30 to 34,12,42.4,45.6,Reporting country
Lithuania,'11,30 to 34,11.8,42.5,45.7,Total
