Host Country,Year,Sex,AROPE %,COB
Luxembourg,'06,Males,9.1,Reporting country
Luxembourg,'06,Total,22.9,Foreign country
Luxembourg,'06,Total,10.5,Reporting country
Luxembourg,'07,Females,22,Foreign country
Luxembourg,'07,Females,10.8,Reporting country
Luxembourg,'07,Males,20,Foreign country
Luxembourg,'07,Males,9.4,Reporting country
Luxembourg,'07,Total,21,Foreign country
Luxembourg,'07,Total,10.1,Reporting country
Luxembourg,'08,Females,22.2,Foreign country
Luxembourg,'08,Females,10.1,Reporting country
Luxembourg,'08,Males,19.5,Foreign country
Luxembourg,'08,Males,8,Reporting country
Luxembourg,'08,Total,20.9,Foreign country
Luxembourg,'08,Total,9.1,Reporting country
Luxembourg,'09,Females,19.8,EU-28
Luxembourg,'09,Females,39,Extra-EU-28
Luxembourg,'09,Females,23.9,Foreign country
Luxembourg,'09,Females,14.1,Reporting country
Luxembourg,'09,Males,16.7,EU-28
Luxembourg,'09,Males,35.5,Extra-EU-28
Luxembourg,'09,Males,20.4,Foreign country
Luxembourg,'09,Males,9.4,Reporting country
Luxembourg,'09,Total,18.3,EU-28
Luxembourg,'09,Total,37.4,Extra-EU-28
Luxembourg,'09,Total,22.2,Foreign country
Luxembourg,'09,Total,11.8,Reporting country
Luxembourg,'10,Females,16.5,EU-28
Luxembourg,'10,Females,39.5,Extra-EU-28
Luxembourg,'10,Females,21.6,Foreign country
Luxembourg,'10,Females,12.8,Reporting country
Luxembourg,'10,Males,17.1,EU-28
Luxembourg,'10,Males,32.9,Extra-EU-28
Luxembourg,'10,Males,20.3,Foreign country
Luxembourg,'10,Males,10,Reporting country
Luxembourg,'10,Total,16.8,EU-28
Luxembourg,'10,Total,36.5,Extra-EU-28
Luxembourg,'10,Total,21,Foreign country
Luxembourg,'10,Total,11.4,Reporting country
Luxembourg,'11,Females,17,EU-28
Luxembourg,'11,Females,40.1,Extra-EU-28
Luxembourg,'11,Females,22.2,Foreign country
Luxembourg,'11,Females,12.3,Reporting country
Luxembourg,'11,Males,15.8,EU-28
Luxembourg,'11,Males,40.3,Extra-EU-28
Luxembourg,'11,Males,20.4,Foreign country
Luxembourg,'11,Males,9,Reporting country
Luxembourg,'11,Total,16.4,EU-28
Luxembourg,'11,Total,40.2,Extra-EU-28
Luxembourg,'11,Total,21.3,Foreign country
Luxembourg,'11,Total,10.6,Reporting country
Luxembourg,'12,Females,20.7,EU-28
Luxembourg,'12,Females,35.9,Extra-EU-28
Luxembourg,'12,Females,24.4,Foreign country
Luxembourg,'12,Females,12.4,Reporting country
Luxembourg,'12,Males,17.8,EU-28
Luxembourg,'12,Males,39.2,Extra-EU-28
Luxembourg,'12,Males,22.4,Foreign country
Luxembourg,'12,Males,9.6,Reporting country
Luxembourg,'12,Total,19.3,EU-28
Luxembourg,'12,Total,37.4,Extra-EU-28
Luxembourg,'12,Total,23.4,Foreign country
Luxembourg,'12,Total,11,Reporting country
Luxembourg,'13,Females,21.1,EU-28
Luxembourg,'13,Females,31.8,Extra-EU-28
Luxembourg,'13,Females,23.6,Foreign country
Luxembourg,'13,Females,13.5,Reporting country
Luxembourg,'13,Males,18.8,EU-28
Luxembourg,'13,Males,38.1,Extra-EU-28
Luxembourg,'13,Males,22.5,Foreign country
Luxembourg,'13,Males,10.9,Reporting country
Luxembourg,'13,Total,20,EU-28
Luxembourg,'13,Total,34.6,Extra-EU-28
Luxembourg,'13,Total,23.1,Foreign country
Luxembourg,'13,Total,12.2,Reporting country
Luxembourg,'14,Females,20.6,EU-28
Luxembourg,'14,Females,36,Extra-EU-28
Luxembourg,'14,Females,24.2,Foreign country
Luxembourg,'14,Females,12.8,Reporting country
Luxembourg,'14,Males,18.6,EU-28
Luxembourg,'14,Males,38.6,Extra-EU-28
Luxembourg,'14,Males,22.8,Foreign country
Luxembourg,'14,Males,10.8,Reporting country
Luxembourg,'14,Total,19.6,EU-28
Luxembourg,'14,Total,37.2,Extra-EU-28
Luxembourg,'14,Total,23.5,Foreign country
Luxembourg,'14,Total,11.8,Reporting country
Luxembourg,'15,Females,19,EU-28
Luxembourg,'15,Females,41.1,Extra-EU-28
Luxembourg,'15,Females,24.1,Foreign country
Luxembourg,'15,Females,13,Reporting country
Luxembourg,'15,Males,17.5,EU-28
Luxembourg,'15,Males,41.3,Extra-EU-28
Luxembourg,'15,Males,22.6,Foreign country
Luxembourg,'15,Males,11.2,Reporting country
Luxembourg,'15,Total,18.3,EU-28
Luxembourg,'15,Total,41.2,Extra-EU-28
Luxembourg,'15,Total,23.4,Foreign country
Luxembourg,'15,Total,12.1,Reporting country
Lithuania,'06,Females,46.8,Foreign country
Lithuania,'06,Females,37.4,Reporting country
Lithuania,'06,Males,33,Foreign country
Lithuania,'06,Males,32.7,Reporting country
Lithuania,'06,Total,41.2,Foreign country
Lithuania,'06,Total,35.2,Reporting country
Lithuania,'07,Females,38.1,Foreign country
Lithuania,'07,Females,30.9,Reporting country
Lithuania,'07,Males,29.5,Foreign country
Lithuania,'07,Males,24.6,Reporting country
Lithuania,'07,Total,34.5,Foreign country
Lithuania,'07,Total,28,Reporting country
Lithuania,'08,Females,33.9,Foreign country
Lithuania,'08,Females,30.9,Reporting country
Lithuania,'08,Males,24.7,Foreign country
Lithuania,'08,Males,24.4,Reporting country
Lithuania,'08,Total,30.2,Foreign country
Lithuania,'08,Total,28,Reporting country
Lithuania,'09,Females,46.2,EU-28
Lithuania,'09,Females,38.1,Extra-EU-28
Lithuania,'09,Females,38.6,Foreign country
Lithuania,'09,Females,30.9,Reporting country
Lithuania,'09,Males,17.9,EU-28
Lithuania,'09,Males,29.3,Extra-EU-28
Lithuania,'09,Males,28.6,Foreign country
Lithuania,'09,Males,26.8,Reporting country
Lithuania,'09,Total,34.9,EU-28
Lithuania,'09,Total,34.2,Extra-EU-28
Lithuania,'09,Total,34.3,Foreign country
Lithuania,'09,Total,29.1,Reporting country
Lithuania,'10,Females,13.1,EU-28
Lithuania,'10,Females,39.5,Extra-EU-28
Lithuania,'10,Females,38.1,Foreign country
Lithuania,'10,Females,33.1,Reporting country
Lithuania,'10,Males,37.2,EU-28
Lithuania,'10,Males,36,Extra-EU-28
Lithuania,'10,Males,36.1,Foreign country
Lithuania,'10,Males,33.7,Reporting country
Lithuania,'10,Total,24.5,EU-28
Lithuania,'10,Total,38,Extra-EU-28
Lithuania,'10,Total,37.2,Foreign country
Lithuania,'10,Total,33.3,Reporting country
Lithuania,'11,Females,23.8,EU-28
Lithuania,'11,Females,36.3,Extra-EU-28
Lithuania,'11,Females,35.4,Foreign country
Lithuania,'11,Females,32.5,Reporting country
Lithuania,'11,Males,35.7,EU-28
Lithuania,'11,Males,31.1,Extra-EU-28
Lithuania,'11,Males,31.3,Foreign country
Lithuania,'11,Males,33,Reporting country
Lithuania,'11,Total,27.8,EU-28
Lithuania,'11,Total,34.1,Extra-EU-28
Lithuania,'11,Total,33.7,Foreign country
Lithuania,'11,Total,32.7,Reporting country
Lithuania,'12,Females,33.9,EU-28
Lithuania,'12,Females,41,Extra-EU-28
Lithuania,'12,Females,40.5,Foreign country
Lithuania,'12,Females,32.8,Reporting country
Lithuania,'12,Males,44.2,EU-28
Lithuania,'12,Males,34.4,Extra-EU-28
Lithuania,'12,Males,34.8,Foreign country
Lithuania,'12,Males,31.4,Reporting country
Lithuania,'12,Total,37,EU-28
Lithuania,'12,Total,38.2,Extra-EU-28
Lithuania,'12,Total,38.1,Foreign country
Lithuania,'12,Total,32.2,Reporting country
Lithuania,'13,Females,35.7,EU-28
Lithuania,'13,Females,39.8,Extra-EU-28
Lithuania,'13,Females,39.5,Foreign country
Lithuania,'13,Females,31.2,Reporting country
Lithuania,'13,Males,32,Extra-EU-28
Lithuania,'13,Males,32,Foreign country
Lithuania,'13,Males,27.1,Reporting country
Lithuania,'13,Total,34.7,EU-28
Lithuania,'13,Total,36.6,Extra-EU-28
Lithuania,'13,Total,36.5,Foreign country
Lithuania,'13,Total,29.3,Reporting country
Lithuania,'14,Females,36.9,EU-28
Lithuania,'14,Females,36.5,Extra-EU-28
Lithuania,'14,Females,36.5,Foreign country
Lithuania,'14,Females,28,Reporting country
Lithuania,'14,Males,26.1,Extra-EU-28
Lithuania,'14,Males,24.9,Foreign country
Lithuania,'14,Males,25,Reporting country
Lithuania,'14,Total,24.8,EU-28
Lithuania,'14,Total,32.4,Extra-EU-28
Lithuania,'14,Total,31.9,Foreign country
Lithuania,'14,Total,26.6,Reporting country
Lithuania,'15,Females,32.6,EU-28
Lithuania,'15,Females,41.4,Extra-EU-28
Lithuania,'15,Females,40.7,Foreign country
Lithuania,'15,Females,29.4,Reporting country
Lithuania,'15,Males,28.8,Extra-EU-28
Lithuania,'15,Males,29.5,Foreign country
Lithuania,'15,Males,26.5,Reporting country
Lithuania,'15,Total,33.9,EU-28
Lithuania,'15,Total,36.8,Extra-EU-28
Lithuania,'15,Total,36.5,Foreign country
Lithuania,'15,Total,28.1,Reporting country
Latvia,'06,Females,51.9,Foreign country
Latvia,'06,Females,43.7,Reporting country
Latvia,'06,Males,39,Foreign country
Latvia,'06,Males,37.9,Reporting country
Latvia,'06,Total,46.5,Foreign country
Latvia,'06,Total,41.1,Reporting country
Latvia,'07,Females,48.7,Foreign country
Latvia,'07,Females,36.4,Reporting country
Latvia,'07,Males,34.4,Foreign country
Latvia,'07,Males,31.2,Reporting country
Latvia,'07,Total,43.1,Foreign country
Latvia,'07,Total,34,Reporting country
Latvia,'08,Females,48,Foreign country
Latvia,'08,Females,35.6,Reporting country
Latvia,'08,Males,36.4,Foreign country
Latvia,'08,Males,29.5,Reporting country
Latvia,'08,Total,43.4,Foreign country
Latvia,'08,Total,32.8,Reporting country
Latvia,'09,Females,52.7,EU-28
Latvia,'09,Females,47.4,Extra-EU-28
Latvia,'09,Females,47.8,Foreign country
Latvia,'09,Females,38.2,Reporting country
Latvia,'09,Males,45.7,EU-28
Latvia,'09,Males,34.5,Extra-EU-28
Latvia,'09,Males,35.5,Foreign country
Latvia,'09,Males,35,Reporting country
Latvia,'09,Total,49.8,EU-28
Latvia,'09,Total,42.2,Extra-EU-28
Latvia,'09,Total,42.9,Foreign country
Latvia,'09,Total,36.8,Reporting country
Latvia,'10,Females,52.7,EU-28
Latvia,'10,Females,45,Extra-EU-28
Latvia,'10,Females,45.7,Foreign country
Latvia,'10,Females,36.5,Reporting country
Latvia,'10,Males,45.8,EU-28
Latvia,'10,Males,34.4,Extra-EU-28
Latvia,'10,Males,35.4,Foreign country
Latvia,'10,Males,36.5,Reporting country
Latvia,'10,Total,50,EU-28
Latvia,'10,Total,40.8,Extra-EU-28
Latvia,'10,Total,41.5,Foreign country
Latvia,'10,Total,36.5,Reporting country
Latvia,'11,Females,43.1,EU-28
Latvia,'11,Females,44.3,Extra-EU-28
Latvia,'11,Females,44.2,Foreign country
Latvia,'11,Females,38.9,Reporting country
Latvia,'11,Males,32.3,EU-28
Latvia,'11,Males,35.7,Extra-EU-28
Latvia,'11,Males,35.4,Foreign country
Latvia,'11,Males,39.1,Reporting country
Latvia,'11,Total,38.3,EU-28
Latvia,'11,Total,41,Extra-EU-28
Latvia,'11,Total,40.8,Foreign country
Latvia,'11,Total,39,Reporting country
Latvia,'12,Females,40.5,EU-28
Latvia,'12,Females,43.5,Extra-EU-28
Latvia,'12,Females,43.3,Foreign country
Latvia,'12,Females,35.3,Reporting country
Latvia,'12,Males,32.8,EU-28
Latvia,'12,Males,32.7,Extra-EU-28
Latvia,'12,Males,32.7,Foreign country
Latvia,'12,Males,34.1,Reporting country
Latvia,'12,Total,37.2,EU-28
Latvia,'12,Total,39.4,Extra-EU-28
Latvia,'12,Total,39.3,Foreign country
Latvia,'12,Total,34.8,Reporting country
Latvia,'13,Females,42,EU-28
Latvia,'13,Females,41.2,Extra-EU-28
Latvia,'13,Females,41.2,Foreign country
Latvia,'13,Females,34.6,Reporting country
Latvia,'13,Males,40.6,EU-28
Latvia,'13,Males,32.6,Extra-EU-28
Latvia,'13,Males,33.4,Foreign country
Latvia,'13,Males,32.9,Reporting country
Latvia,'13,Total,41.3,EU-28
Latvia,'13,Total,38,Extra-EU-28
Latvia,'13,Total,38.3,Foreign country
Latvia,'13,Total,33.8,Reporting country
Latvia,'14,Females,50.5,EU-28
Latvia,'14,Females,39.7,Extra-EU-28
Latvia,'14,Females,40.5,Foreign country
Latvia,'14,Females,33.3,Reporting country
Latvia,'14,Males,35.5,EU-28
Latvia,'14,Males,33,Extra-EU-28
Latvia,'14,Males,33.3,Foreign country
Latvia,'14,Males,28.7,Reporting country
Latvia,'14,Total,43.4,EU-28
Latvia,'14,Total,37.3,Extra-EU-28
Latvia,'14,Total,37.8,Foreign country
Latvia,'14,Total,31.2,Reporting country
Latvia,'15,Females,39.6,EU-28
Latvia,'15,Females,39.6,Extra-EU-28
Latvia,'15,Females,39.6,Foreign country
Latvia,'15,Females,32.5,Reporting country
Latvia,'15,Males,30.9,EU-28
Latvia,'15,Males,31.6,Extra-EU-28
Latvia,'15,Males,31.5,Foreign country
Latvia,'15,Males,26.7,Reporting country
Latvia,'15,Total,35.4,EU-28
Latvia,'15,Total,36.8,Extra-EU-28
Latvia,'15,Total,36.7,Foreign country
Latvia,'15,Total,29.8,Reporting country
Latvia,'16,Females,41.2,EU-28
Latvia,'16,Females,40.5,Extra-EU-28
Latvia,'16,Females,40.6,Foreign country
Latvia,'16,Females,30.2,Reporting country
Latvia,'16,Males,36,EU-28
Latvia,'16,Males,31.2,Extra-EU-28
Latvia,'16,Males,31.8,Foreign country
Latvia,'16,Males,25.4,Reporting country
Latvia,'16,Total,38.8,EU-28
Latvia,'16,Total,37,Extra-EU-28
Latvia,'16,Total,37.2,Foreign country
Latvia,'16,Total,28,Reporting country
Italy,'06,Females,38.8,Foreign country
Italy,'06,Females,27.1,Reporting country
Italy,'06,Males,30.8,Foreign country
Italy,'06,Males,22.3,Reporting country
Italy,'06,Total,35.1,Foreign country
Italy,'06,Total,24.8,Reporting country
Italy,'07,Females,37.9,Foreign country
Italy,'07,Females,27.2,Reporting country
Italy,'07,Males,32.1,Foreign country
Italy,'07,Males,22,Reporting country
Italy,'07,Total,35.2,Foreign country
Italy,'07,Total,24.7,Reporting country
Italy,'08,Females,37.2,Foreign country
Italy,'08,Females,26.4,Reporting country
Italy,'08,Males,30.3,Foreign country
Italy,'08,Males,21.8,Reporting country
Italy,'08,Total,34,Foreign country
Italy,'08,Total,24.2,Reporting country
Italy,'09,Females,34.7,EU-28
Italy,'09,Females,41.7,Extra-EU-28
Italy,'09,Females,39.3,Foreign country
Italy,'09,Females,25.1,Reporting country
Italy,'09,Males,28.7,EU-28
Italy,'09,Males,37.4,Extra-EU-28
Italy,'09,Males,35.2,Foreign country
Italy,'09,Males,20.6,Reporting country
Italy,'09,Total,32.4,EU-28
Italy,'09,Total,39.6,Extra-EU-28
Italy,'09,Total,37.4,Foreign country
Italy,'09,Total,22.9,Reporting country
Italy,'10,Females,32.5,EU-28
Italy,'10,Females,38.7,Extra-EU-28
Italy,'10,Females,36.7,Foreign country
Italy,'10,Females,25.4,Reporting country
Italy,'10,Males,25.8,EU-28
Italy,'10,Males,37.7,Extra-EU-28
Italy,'10,Males,34.9,Foreign country
Italy,'10,Males,21,Reporting country
Italy,'10,Total,30,EU-28
Italy,'10,Total,38.2,Extra-EU-28
Italy,'10,Total,35.9,Foreign country
Italy,'10,Total,23.3,Reporting country
Italy,'11,Females,48.7,EU-28
Italy,'11,Females,42.1,Extra-EU-28
Italy,'11,Females,44.5,Foreign country
Italy,'11,Females,27.7,Reporting country
Italy,'11,Males,39.2,EU-28
Italy,'11,Males,42.9,Extra-EU-28
Italy,'11,Males,41.8,Foreign country
Italy,'11,Males,23.7,Reporting country
Italy,'11,Total,45,EU-28
Italy,'11,Total,42.5,Extra-EU-28
Italy,'11,Total,43.3,Foreign country
Italy,'11,Total,25.8,Reporting country
Italy,'12,Females,44.3,EU-28
Italy,'12,Females,44.5,Extra-EU-28
Italy,'12,Females,44.4,Foreign country
Italy,'12,Females,29.7,Reporting country
Italy,'12,Males,37.9,EU-28
Italy,'12,Males,43.2,Extra-EU-28
Italy,'12,Males,41.7,Foreign country
Italy,'12,Males,25.2,Reporting country
Italy,'12,Total,41.7,EU-28
Italy,'12,Total,43.9,Extra-EU-28
Italy,'12,Total,43.2,Foreign country
Italy,'12,Total,27.5,Reporting country
Italy,'13,Females,41.3,EU-28
Italy,'13,Females,45,Extra-EU-28
Italy,'13,Females,43.8,Foreign country
Italy,'13,Females,27.6,Reporting country
Italy,'13,Males,36.1,EU-28
Italy,'13,Males,44.4,Extra-EU-28
Italy,'13,Males,41.8,Foreign country
Italy,'13,Males,24.5,Reporting country
Italy,'13,Total,39.1,EU-28
Italy,'13,Total,44.8,Extra-EU-28
Italy,'13,Total,42.9,Foreign country
Italy,'13,Total,26.1,Reporting country
Italy,'14,Females,40.8,EU-28
Italy,'14,Females,49.3,Extra-EU-28
Italy,'14,Females,46.3,Foreign country
Italy,'14,Females,26.9,Reporting country
Italy,'14,Males,39.4,EU-28
Italy,'14,Males,46.5,Extra-EU-28
Italy,'14,Males,44.3,Foreign country
Italy,'14,Males,23.9,Reporting country
Italy,'14,Total,40.2,EU-28
Italy,'14,Total,48,Extra-EU-28
Italy,'14,Total,45.4,Foreign country
Italy,'14,Total,25.5,Reporting country
Italy,'15,Females,38.1,EU-28
Italy,'15,Females,46.5,Extra-EU-28
Italy,'15,Females,43.6,Foreign country
Italy,'15,Females,26.8,Reporting country
Italy,'15,Males,37.8,EU-28
Italy,'15,Males,48.9,Extra-EU-28
Italy,'15,Males,45.9,Foreign country
Italy,'15,Males,24.4,Reporting country
Italy,'15,Total,38,EU-28
Italy,'15,Total,47.7,Extra-EU-28
Italy,'15,Total,44.7,Foreign country
Italy,'15,Total,25.7,Reporting country
Ireland,'06,Females,27.3,Foreign country
Ireland,'06,Females,23.2,Reporting country
Ireland,'06,Males,27.4,Foreign country
Ireland,'06,Males,18.4,Reporting country
Ireland,'06,Total,27.3,Foreign country
Ireland,'06,Total,20.8,Reporting country
Ireland,'07,Females,29.4,Foreign country
Ireland,'07,Females,22.9,Reporting country
Ireland,'07,Males,29.2,Foreign country
Ireland,'07,Males,18.7,Reporting country
Ireland,'07,Total,29.3,Foreign country
Ireland,'07,Total,20.8,Reporting country
Ireland,'08,Females,24.9,Foreign country
Ireland,'08,Females,23.8,Reporting country
Ireland,'08,Males,21.4,Foreign country
Ireland,'08,Males,21.2,Reporting country
Ireland,'08,Total,23.2,Foreign country
Ireland,'08,Total,22.5,Reporting country
Ireland,'09,Females,21.1,EU-28
Ireland,'09,Females,31.9,Extra-EU-28
Ireland,'09,Females,24.1,Foreign country
Ireland,'09,Females,24.8,Reporting country
Ireland,'09,Males,21.2,EU-28
Ireland,'09,Males,30.4,Extra-EU-28
Ireland,'09,Males,24.1,Foreign country
Ireland,'09,Males,22.5,Reporting country
Ireland,'09,Total,21.2,EU-28
Ireland,'09,Total,31.2,Extra-EU-28
Ireland,'09,Total,24.1,Foreign country
Ireland,'09,Total,23.7,Reporting country
Ireland,'10,Females,23.4,EU-28
Ireland,'10,Females,39.2,Extra-EU-28
Ireland,'10,Females,28.3,Foreign country
Ireland,'10,Females,24.9,Reporting country
Ireland,'10,Males,24.6,EU-28
Ireland,'10,Males,37.8,Extra-EU-28
Ireland,'10,Males,28.8,Foreign country
Ireland,'10,Males,23.2,Reporting country
Ireland,'10,Total,23.9,EU-28
Ireland,'10,Total,38.5,Extra-EU-28
Ireland,'10,Total,28.5,Foreign country
Ireland,'10,Total,24.1,Reporting country
Ireland,'11,Females,28.8,EU-28
Ireland,'11,Females,35.1,Extra-EU-28
Ireland,'11,Females,30.4,Foreign country
Ireland,'11,Females,27.4,Reporting country
Ireland,'11,Males,29.4,EU-28
Ireland,'11,Males,28.3,Extra-EU-28
Ireland,'11,Males,29.1,Foreign country
Ireland,'11,Males,27.1,Reporting country
Ireland,'11,Total,29.1,EU-28
Ireland,'11,Total,31.6,Extra-EU-28
Ireland,'11,Total,29.8,Foreign country
Ireland,'11,Total,27.3,Reporting country
Ireland,'12,Females,28.6,EU-28
Ireland,'12,Females,36.6,Extra-EU-28
Ireland,'12,Females,30.6,Foreign country
Ireland,'12,Females,28.8,Reporting country
Ireland,'12,Males,29.3,EU-28
Ireland,'12,Males,39.7,Extra-EU-28
Ireland,'12,Males,31.9,Foreign country
Ireland,'12,Males,28.6,Reporting country
Ireland,'12,Total,29,EU-28
Ireland,'12,Total,38.1,Extra-EU-28
Ireland,'12,Total,31.2,Foreign country
Ireland,'12,Total,28.7,Reporting country
Ireland,'13,Females,32.7,EU-28
Ireland,'13,Females,40.3,Extra-EU-28
Ireland,'13,Females,34.7,Foreign country
Ireland,'13,Females,27.4,Reporting country
Ireland,'13,Males,30.8,EU-28
Ireland,'13,Males,35,Extra-EU-28
Ireland,'13,Males,31.9,Foreign country
Ireland,'13,Males,26.9,Reporting country
Ireland,'13,Total,31.8,EU-28
Ireland,'13,Total,37.9,Extra-EU-28
Ireland,'13,Total,33.4,Foreign country
Ireland,'13,Total,27.1,Reporting country
Ireland,'14,Females,27.5,EU-28
Ireland,'14,Females,47.5,Extra-EU-28
Ireland,'14,Females,32.9,Foreign country
Ireland,'14,Females,25.6,Reporting country
Ireland,'14,Males,24.2,EU-28
Ireland,'14,Males,46.2,Extra-EU-28
Ireland,'14,Males,29.8,Foreign country
Ireland,'14,Males,24.7,Reporting country
Ireland,'14,Total,26,EU-28
Ireland,'14,Total,47,Extra-EU-28
Ireland,'14,Total,31.5,Foreign country
Ireland,'14,Total,25.1,Reporting country
Ireland,'15,Females,29.2,EU-28
Ireland,'15,Females,38.6,Extra-EU-28
Ireland,'15,Females,31.5,Foreign country
Ireland,'15,Females,24.2,Reporting country
Ireland,'15,Males,23.9,EU-28
Ireland,'15,Males,41.8,Extra-EU-28
Ireland,'15,Males,28,Foreign country
Ireland,'15,Males,23.4,Reporting country
Ireland,'15,Total,26.7,EU-28
Ireland,'15,Total,40,Extra-EU-28
Ireland,'15,Total,29.9,Foreign country
Ireland,'15,Total,23.8,Reporting country
Iceland,'06,Females,19.5,Foreign country
Iceland,'06,Females,12.5,Reporting country
Iceland,'06,Males,13.8,Foreign country
Iceland,'06,Males,10.1,Reporting country
Iceland,'06,Total,16.7,Foreign country
Iceland,'06,Total,11.3,Reporting country
Iceland,'07,Females,12.6,Foreign country
Iceland,'07,Females,13.7,Reporting country
Iceland,'07,Males,12.8,Foreign country
Iceland,'07,Males,10.2,Reporting country
Iceland,'07,Total,12.7,Foreign country
Iceland,'07,Total,11.9,Reporting country
Iceland,'08,Females,17.5,Foreign country
Iceland,'08,Females,11.9,Reporting country
Iceland,'08,Males,18.2,Foreign country
Iceland,'08,Males,9.8,Reporting country
Iceland,'08,Total,17.9,Foreign country
Iceland,'08,Total,10.9,Reporting country
Iceland,'09,Females,25.9,EU-28
Iceland,'09,Females,15.6,Extra-EU-28
Iceland,'09,Females,21.3,Foreign country
Iceland,'09,Females,12.2,Reporting country
Iceland,'09,Males,21.2,EU-28
Iceland,'09,Males,11.1,Extra-EU-28
Iceland,'09,Males,17.1,Foreign country
Iceland,'09,Males,10.2,Reporting country
Iceland,'09,Total,23.5,EU-28
Iceland,'09,Total,13.4,Extra-EU-28
Iceland,'09,Total,19.2,Foreign country
Iceland,'09,Total,11.2,Reporting country
Iceland,'10,Females,20.5,EU-28
Iceland,'10,Females,25.3,Extra-EU-28
Iceland,'10,Females,22.9,Foreign country
Iceland,'10,Females,12.2,Reporting country
Iceland,'10,Males,25.1,EU-28
Iceland,'10,Males,22.2,Extra-EU-28
Iceland,'10,Males,23.7,Foreign country
Iceland,'10,Males,11.4,Reporting country
Iceland,'10,Total,22.8,EU-28
Iceland,'10,Total,23.8,Extra-EU-28
Iceland,'10,Total,23.3,Foreign country
Iceland,'10,Total,11.8,Reporting country
Iceland,'11,Females,21.9,EU-28
Iceland,'11,Females,28.3,Extra-EU-28
Iceland,'11,Females,25,Foreign country
Iceland,'11,Females,12.1,Reporting country
Iceland,'11,Males,25.1,EU-28
Iceland,'11,Males,19.5,Extra-EU-28
Iceland,'11,Males,22.9,Foreign country
Iceland,'11,Males,11.4,Reporting country
Iceland,'11,Total,23.5,EU-28
Iceland,'11,Total,24.7,Extra-EU-28
Iceland,'11,Total,24,Foreign country
Iceland,'11,Total,11.7,Reporting country
Iceland,'12,Females,12.7,EU-28
Iceland,'12,Females,27.1,Extra-EU-28
Iceland,'12,Females,18.7,Foreign country
Iceland,'12,Females,10.8,Reporting country
Iceland,'12,Males,19.9,EU-28
Iceland,'12,Males,20.6,Extra-EU-28
Iceland,'12,Males,20.1,Foreign country
Iceland,'12,Males,10.8,Reporting country
Iceland,'12,Total,16.2,EU-28
Iceland,'12,Total,24.4,Extra-EU-28
Iceland,'12,Total,19.3,Foreign country
Iceland,'12,Total,10.8,Reporting country
Iceland,'13,Females,18.5,EU-28
Iceland,'13,Females,22,Extra-EU-28
Iceland,'13,Females,19.9,Foreign country
Iceland,'13,Females,10.9,Reporting country
Iceland,'13,Males,21.2,EU-28
Iceland,'13,Males,15.6,Extra-EU-28
Iceland,'13,Males,19.3,Foreign country
Iceland,'13,Males,11.1,Reporting country
Iceland,'13,Total,19.7,EU-28
Iceland,'13,Total,19.5,Extra-EU-28
Iceland,'13,Total,19.6,Foreign country
Iceland,'13,Total,11,Reporting country
Iceland,'14,Females,8.4,EU-28
Iceland,'14,Females,13.1,Extra-EU-28
Iceland,'14,Females,10.3,Foreign country
Iceland,'14,Females,10.8,Reporting country
Iceland,'14,Males,16.3,EU-28
Iceland,'14,Males,9.8,Extra-EU-28
Iceland,'14,Males,14.2,Foreign country
Iceland,'14,Males,9.7,Reporting country
Iceland,'14,Total,12.3,EU-28
Iceland,'14,Total,11.7,Extra-EU-28
Iceland,'14,Total,12.1,Foreign country
Iceland,'14,Total,10.2,Reporting country
Iceland,'15,Females,11.5,EU-28
Iceland,'15,Females,24.1,Extra-EU-28
Iceland,'15,Females,17.5,Foreign country
Iceland,'15,Females,12.8,Reporting country
Iceland,'15,Males,16.6,EU-28
Iceland,'15,Males,12,Extra-EU-28
Iceland,'15,Males,15,Foreign country
Iceland,'15,Males,11.3,Reporting country
Iceland,'15,Total,14.2,EU-28
Iceland,'15,Total,19.4,Extra-EU-28
Iceland,'15,Total,16.3,Foreign country
Iceland,'15,Total,12.1,Reporting country
Hungary,'06,Females,25.9,Foreign country
Hungary,'06,Females,30.6,Reporting country
Hungary,'06,Males,25.1,Foreign country
Hungary,'06,Males,29.1,Reporting country
Hungary,'06,Total,25.6,Foreign country
Hungary,'06,Total,29.9,Reporting country
Hungary,'07,Females,20.1,Foreign country
Hungary,'07,Females,29.5,Reporting country
Hungary,'07,Males,25.8,Foreign country
Hungary,'07,Males,26.9,Reporting country
Hungary,'07,Total,22.6,Foreign country
Hungary,'07,Total,28.3,Reporting country
Hungary,'08,Females,17.5,Foreign country
Hungary,'08,Females,28.2,Reporting country
Hungary,'08,Males,21.7,Foreign country
Hungary,'08,Males,25.9,Reporting country
Hungary,'08,Total,19.3,Foreign country
Hungary,'08,Total,27.1,Reporting country
Hungary,'09,Females,22.4,EU-28
Hungary,'09,Females,17.5,Extra-EU-28
Hungary,'09,Females,21.3,Foreign country
Hungary,'09,Females,28.5,Reporting country
Hungary,'09,Males,22,EU-28
Hungary,'09,Males,13.7,Extra-EU-28
Hungary,'09,Males,20.4,Foreign country
Hungary,'09,Males,27.1,Reporting country
Hungary,'09,Total,22.2,EU-28
Hungary,'09,Total,16,Extra-EU-28
Hungary,'09,Total,20.9,Foreign country
Hungary,'09,Total,27.9,Reporting country
Hungary,'10,Females,25.6,EU-28
