Host Country,Year,Sex,AROPE %,Citizen
Lithuania,'09,Females,12.2,Foreign country
Lithuania,'09,Females,31.5,Reporting country
Lithuania,'09,Males,20,Extra-EU-28
Lithuania,'09,Males,19.1,Foreign country
Lithuania,'09,Males,26.9,Reporting country
Lithuania,'09,Total,17,Extra-EU-28
Lithuania,'09,Total,15.7,Foreign country
Lithuania,'09,Total,29.4,Reporting country
Lithuania,'10,Females,34.7,Extra-EU-28
Lithuania,'10,Females,32.8,Foreign country
Lithuania,'10,Females,33.4,Reporting country
Lithuania,'10,Males,41.9,Extra-EU-28
Lithuania,'10,Males,41,Foreign country
Lithuania,'10,Males,33.8,Reporting country
Lithuania,'10,Total,38.4,Extra-EU-28
Lithuania,'10,Total,36.9,Foreign country
Lithuania,'10,Total,33.6,Reporting country
Lithuania,'11,Females,27,Extra-EU-28
Lithuania,'11,Females,26.3,Foreign country
Lithuania,'11,Females,32.7,Reporting country
Lithuania,'11,Males,43,Extra-EU-28
Lithuania,'11,Males,42.2,Foreign country
Lithuania,'11,Males,32.8,Reporting country
Lithuania,'11,Total,32.9,Extra-EU-28
Lithuania,'11,Total,32.2,Foreign country
Lithuania,'11,Total,32.8,Reporting country
Lithuania,'12,Females,23.8,Extra-EU-28
Lithuania,'12,Females,23.2,Foreign country
Lithuania,'12,Females,33.4,Reporting country
Lithuania,'12,Males,38.3,Extra-EU-28
Lithuania,'12,Males,41.2,Foreign country
Lithuania,'12,Males,31.6,Reporting country
Lithuania,'12,Total,29.2,Extra-EU-28
Lithuania,'12,Total,30.2,Foreign country
Lithuania,'12,Total,32.6,Reporting country
Lithuania,'13,Females,45.3,Extra-EU-28
Lithuania,'13,Females,40.2,Foreign country
Lithuania,'13,Females,31.8,Reporting country
Lithuania,'13,Males,34.9,Extra-EU-28
Lithuania,'13,Males,34.9,Foreign country
Lithuania,'13,Males,27.3,Reporting country
Lithuania,'13,Total,41.4,Extra-EU-28
Lithuania,'13,Total,38.3,Foreign country
Lithuania,'13,Total,29.8,Reporting country
Lithuania,'14,Females,36.7,Extra-EU-28
Lithuania,'14,Females,35.2,Foreign country
Lithuania,'14,Females,28.6,Reporting country
Lithuania,'14,Males,26.5,Extra-EU-28
Lithuania,'14,Males,27.6,Foreign country
Lithuania,'14,Males,25,Reporting country
Lithuania,'14,Total,31.2,Extra-EU-28
Lithuania,'14,Total,31.2,Foreign country
Lithuania,'14,Total,26.9,Reporting country
Lithuania,'15,Females,63.4,Extra-EU-28
Lithuania,'15,Females,56.5,Foreign country
Lithuania,'15,Females,30.1,Reporting country
Lithuania,'15,Males,26.9,Extra-EU-28
Lithuania,'15,Males,27.8,Foreign country
Lithuania,'15,Males,26.7,Reporting country
Lithuania,'15,Total,44.5,Extra-EU-28
Lithuania,'15,Total,42.8,Foreign country
Lithuania,'15,Total,28.5,Reporting country
Latvia,'06,Females,54.5,Foreign country
Latvia,'06,Females,43,Reporting country
Latvia,'06,Males,42.4,Foreign country
Latvia,'06,Males,37,Reporting country
Latvia,'06,Total,48.9,Foreign country
Latvia,'06,Total,40.4,Reporting country
Latvia,'07,Females,51.1,Foreign country
Latvia,'07,Females,35.9,Reporting country
Latvia,'07,Males,37,Foreign country
Latvia,'07,Males,30.3,Reporting country
Latvia,'07,Total,44.6,Foreign country
Latvia,'07,Total,33.5,Reporting country
Latvia,'08,Females,48.5,Foreign country
Latvia,'08,Females,35.4,Reporting country
Latvia,'08,Males,37.1,Foreign country
Latvia,'08,Males,29,Reporting country
Latvia,'08,Total,43.3,Foreign country
Latvia,'08,Total,32.6,Reporting country
Latvia,'09,Females,49.3,Extra-EU-28
Latvia,'09,Females,49.5,Foreign country
Latvia,'09,Females,37.8,Reporting country
Latvia,'09,Males,37.6,Extra-EU-28
Latvia,'09,Males,37.7,Foreign country
Latvia,'09,Males,34.5,Reporting country
Latvia,'09,Total,60.9,EU-28
Latvia,'09,Total,43.7,Extra-EU-28
Latvia,'09,Total,43.9,Foreign country
Latvia,'09,Total,36.4,Reporting country
Latvia,'10,Females,50.8,Extra-EU-28
Latvia,'10,Females,50.8,Foreign country
Latvia,'10,Females,35.4,Reporting country
Latvia,'10,Males,42.9,Extra-EU-28
Latvia,'10,Males,42.7,Foreign country
Latvia,'10,Males,34.7,Reporting country
Latvia,'10,Total,40,EU-28
Latvia,'10,Total,47,Extra-EU-28
Latvia,'10,Total,47,Foreign country
Latvia,'10,Total,35.1,Reporting country
Latvia,'11,Females,50.4,Extra-EU-28
Latvia,'11,Females,50.5,Foreign country
Latvia,'11,Females,37.4,Reporting country
Latvia,'11,Males,43.5,Extra-EU-28
Latvia,'11,Males,43.3,Foreign country
Latvia,'11,Males,37.4,Reporting country
Latvia,'11,Total,47.2,EU-28
Latvia,'11,Total,47.2,Extra-EU-28
Latvia,'11,Total,47.2,Foreign country
Latvia,'11,Total,37.4,Reporting country
Latvia,'12,Females,47.1,Extra-EU-28
Latvia,'12,Females,46.9,Foreign country
Latvia,'12,Females,34.6,Reporting country
Latvia,'12,Males,39,Extra-EU-28
Latvia,'12,Males,39,Foreign country
Latvia,'12,Males,32.9,Reporting country
Latvia,'12,Total,33.8,EU-28
Latvia,'12,Total,43.3,Extra-EU-28
Latvia,'12,Total,43.2,Foreign country
Latvia,'12,Total,33.8,Reporting country
Latvia,'13,Females,47.4,Extra-EU-28
Latvia,'13,Females,47.1,Foreign country
Latvia,'13,Females,33.4,Reporting country
Latvia,'13,Males,38,Extra-EU-28
Latvia,'13,Males,37.6,Foreign country
Latvia,'13,Males,31.9,Reporting country
Latvia,'13,Total,17.2,EU-28
Latvia,'13,Total,43.2,Extra-EU-28
Latvia,'13,Total,42.8,Foreign country
Latvia,'13,Total,32.8,Reporting country
Latvia,'14,Females,44,Extra-EU-28
Latvia,'14,Females,43.8,Foreign country
Latvia,'14,Females,32.6,Reporting country
Latvia,'14,Males,35.5,Extra-EU-28
Latvia,'14,Males,35.2,Foreign country
Latvia,'14,Males,28,Reporting country
Latvia,'14,Total,13.5,EU-28
Latvia,'14,Total,40.2,Extra-EU-28
Latvia,'14,Total,39.9,Foreign country
Latvia,'14,Total,30.6,Reporting country
Latvia,'15,Females,42.2,Extra-EU-28
Latvia,'15,Females,42.2,Foreign country
Latvia,'15,Females,31.9,Reporting country
Latvia,'15,Males,30.9,Extra-EU-28
Latvia,'15,Males,30.8,Foreign country
Latvia,'15,Males,26.6,Reporting country
Latvia,'15,Total,33.9,EU-28
Latvia,'15,Total,37.3,Extra-EU-28
Latvia,'15,Total,37.3,Foreign country
Latvia,'15,Total,29.5,Reporting country
Latvia,'16,Females,42.9,Extra-EU-28
Latvia,'16,Females,43,Foreign country
Latvia,'16,Females,29.8,Reporting country
Latvia,'16,Males,32.6,EU-28
Latvia,'16,Males,32.7,Extra-EU-28
Latvia,'16,Males,32.7,Foreign country
Latvia,'16,Males,25,Reporting country
Latvia,'16,Total,40.8,EU-28
Latvia,'16,Total,38.4,Extra-EU-28
Latvia,'16,Total,38.4,Foreign country
Latvia,'16,Total,27.7,Reporting country
Italy,'06,Females,43.2,Foreign country
Italy,'06,Females,27.2,Reporting country
Italy,'06,Males,33.7,Foreign country
Italy,'06,Males,22.4,Reporting country
Italy,'06,Total,38.4,Foreign country
Italy,'06,Total,24.9,Reporting country
Italy,'07,Females,41.5,Foreign country
Italy,'07,Females,27.3,Reporting country
Italy,'07,Males,35.4,Foreign country
Italy,'07,Males,22.1,Reporting country
Italy,'07,Total,38.5,Foreign country
Italy,'07,Total,24.8,Reporting country
Italy,'08,Females,36.2,Foreign country
Italy,'08,Females,26.7,Reporting country
Italy,'08,Males,31.8,Foreign country
Italy,'08,Males,21.9,Reporting country
Italy,'08,Total,34,Foreign country
Italy,'08,Total,24.4,Reporting country
Italy,'09,Females,31.1,EU-28
Italy,'09,Females,48.3,Extra-EU-28
Italy,'09,Females,42.7,Foreign country
Italy,'09,Females,25.2,Reporting country
Italy,'09,Males,29.3,EU-28
Italy,'09,Males,40.5,Extra-EU-28
Italy,'09,Males,37.9,Foreign country
Italy,'09,Males,20.7,Reporting country
Italy,'09,Total,30.4,EU-28
Italy,'09,Total,44.4,Extra-EU-28
Italy,'09,Total,40.5,Foreign country
Italy,'09,Total,23.1,Reporting country
Italy,'10,Females,36.6,EU-28
Italy,'10,Females,44.6,Extra-EU-28
Italy,'10,Females,42.1,Foreign country
Italy,'10,Females,25,Reporting country
Italy,'10,Males,33.6,EU-28
Italy,'10,Males,42.5,Extra-EU-28
Italy,'10,Males,40.5,Foreign country
Italy,'10,Males,20.8,Reporting country
Italy,'10,Total,35.4,EU-28
Italy,'10,Total,43.5,Extra-EU-28
Italy,'10,Total,41.4,Foreign country
Italy,'10,Total,23,Reporting country
Italy,'11,Females,54.5,EU-28
Italy,'11,Females,47.3,Extra-EU-28
Italy,'11,Females,50,Foreign country
Italy,'11,Females,27.9,Reporting country
Italy,'11,Males,41.1,EU-28
Italy,'11,Males,46.5,Extra-EU-28
Italy,'11,Males,45,Foreign country
Italy,'11,Males,23.9,Reporting country
Italy,'11,Total,49.3,EU-28
Italy,'11,Total,46.9,Extra-EU-28
Italy,'11,Total,47.7,Foreign country
Italy,'11,Total,26,Reporting country
Italy,'12,Females,43.6,EU-28
Italy,'12,Females,46.6,Extra-EU-28
Italy,'12,Females,45.6,Foreign country
Italy,'12,Females,30.1,Reporting country
Italy,'12,Males,38.6,EU-28
Italy,'12,Males,43.8,Extra-EU-28
Italy,'12,Males,42.4,Foreign country
Italy,'12,Males,25.6,Reporting country
Italy,'12,Total,41.7,EU-28
Italy,'12,Total,45.3,Extra-EU-28
Italy,'12,Total,44.2,Foreign country
Italy,'12,Total,27.9,Reporting country
Italy,'13,Females,40.3,EU-28
Italy,'13,Females,48.3,Extra-EU-28
Italy,'13,Females,45.6,Foreign country
Italy,'13,Females,28,Reporting country
Italy,'13,Males,38.4,EU-28
Italy,'13,Males,47.2,Extra-EU-28
Italy,'13,Males,44.5,Foreign country
Italy,'13,Males,24.7,Reporting country
Italy,'13,Total,39.5,EU-28
Italy,'13,Total,47.8,Extra-EU-28
Italy,'13,Total,45.1,Foreign country
Italy,'13,Total,26.4,Reporting country
Italy,'14,Females,42.2,EU-28
Italy,'14,Females,52.1,Extra-EU-28
Italy,'14,Females,48.7,Foreign country
Italy,'14,Females,27.3,Reporting country
Italy,'14,Males,40,EU-28
Italy,'14,Males,50.5,Extra-EU-28
Italy,'14,Males,47.6,Foreign country
Italy,'14,Males,24.2,Reporting country
Italy,'14,Total,41.3,EU-28
Italy,'14,Total,51.3,Extra-EU-28
Italy,'14,Total,48.2,Foreign country
Italy,'14,Total,25.8,Reporting country
Italy,'15,Females,41.1,EU-28
Italy,'15,Females,48.5,Extra-EU-28
Italy,'15,Females,46.1,Foreign country
Italy,'15,Females,27.2,Reporting country
Italy,'15,Males,37.8,EU-28
Italy,'15,Males,53.5,Extra-EU-28
Italy,'15,Males,49.3,Foreign country
Italy,'15,Males,24.7,Reporting country
Italy,'15,Total,39.7,EU-28
Italy,'15,Total,50.9,Extra-EU-28
Italy,'15,Total,47.6,Foreign country
Italy,'15,Total,26,Reporting country
Ireland,'06,Females,29.9,Foreign country
Ireland,'06,Females,23.3,Reporting country
Ireland,'06,Males,30,Foreign country
Ireland,'06,Males,18.6,Reporting country
Ireland,'06,Total,29.9,Foreign country
Ireland,'06,Total,21,Reporting country
Ireland,'07,Females,29.1,Foreign country
Ireland,'07,Females,23.3,Reporting country
Ireland,'07,Males,30.9,Foreign country
Ireland,'07,Males,19,Reporting country
Ireland,'07,Total,30,Foreign country
Ireland,'07,Total,21.2,Reporting country
Ireland,'08,Females,25.6,Foreign country
Ireland,'08,Females,23.8,Reporting country
Ireland,'08,Males,19.8,Foreign country
Ireland,'08,Males,21.3,Reporting country
Ireland,'08,Total,22.8,Foreign country
Ireland,'08,Total,22.6,Reporting country
Ireland,'09,Females,20.7,EU-28
Ireland,'09,Females,28.7,Extra-EU-28
Ireland,'09,Females,23,Foreign country
Ireland,'09,Females,24.9,Reporting country
Ireland,'09,Males,19.3,EU-28
Ireland,'09,Males,25.8,Extra-EU-28
Ireland,'09,Males,21.5,Foreign country
Ireland,'09,Males,22.8,Reporting country
Ireland,'09,Total,20,EU-28
Ireland,'09,Total,27.1,Extra-EU-28
Ireland,'09,Total,22.2,Foreign country
Ireland,'09,Total,23.9,Reporting country
Ireland,'10,Females,24.8,EU-28
Ireland,'10,Females,39.2,Extra-EU-28
Ireland,'10,Females,29.8,Foreign country
Ireland,'10,Females,24.9,Reporting country
Ireland,'10,Males,26.1,EU-28
Ireland,'10,Males,41.5,Extra-EU-28
Ireland,'10,Males,30.8,Foreign country
Ireland,'10,Males,23.3,Reporting country
Ireland,'10,Total,25.4,EU-28
Ireland,'10,Total,40.2,Extra-EU-28
Ireland,'10,Total,30.3,Foreign country
Ireland,'10,Total,24.1,Reporting country
Ireland,'11,Females,29.5,EU-28
Ireland,'11,Females,36.3,Extra-EU-28
Ireland,'11,Females,31.7,Foreign country
Ireland,'11,Females,27.5,Reporting country
Ireland,'11,Males,27.5,EU-28
Ireland,'11,Males,28.4,Extra-EU-28
Ireland,'11,Males,27.7,Foreign country
Ireland,'11,Males,27.4,Reporting country
Ireland,'11,Total,28.5,EU-28
Ireland,'11,Total,33,Extra-EU-28
Ireland,'11,Total,29.8,Foreign country
Ireland,'11,Total,27.4,Reporting country
Ireland,'12,Females,28.7,EU-28
Ireland,'12,Females,35,Extra-EU-28
Ireland,'12,Females,30.3,Foreign country
Ireland,'12,Females,28.8,Reporting country
Ireland,'12,Males,26.8,EU-28
Ireland,'12,Males,31,Extra-EU-28
Ireland,'12,Males,27.7,Foreign country
Ireland,'12,Males,29.3,Reporting country
Ireland,'12,Total,27.8,EU-28
Ireland,'12,Total,33.3,Extra-EU-28
Ireland,'12,Total,29,Foreign country
Ireland,'12,Total,29.1,Reporting country
Ireland,'13,Females,32.5,EU-28
Ireland,'13,Females,39.7,Extra-EU-28
Ireland,'13,Females,34,Foreign country
Ireland,'13,Females,28,Reporting country
Ireland,'13,Males,31.2,EU-28
Ireland,'13,Males,40,Extra-EU-28
Ireland,'13,Males,33,Foreign country
Ireland,'13,Males,27.2,Reporting country
Ireland,'13,Total,31.9,EU-28
Ireland,'13,Total,39.8,Extra-EU-28
Ireland,'13,Total,33.5,Foreign country
Ireland,'13,Total,27.6,Reporting country
Ireland,'14,Females,27.3,EU-28
Ireland,'14,Females,53.9,Extra-EU-28
Ireland,'14,Females,32.1,Foreign country
Ireland,'14,Females,26.7,Reporting country
Ireland,'14,Males,24.1,EU-28
Ireland,'14,Males,50.8,Extra-EU-28
Ireland,'14,Males,29.1,Foreign country
Ireland,'14,Males,25.4,Reporting country
Ireland,'14,Total,25.8,EU-28
Ireland,'14,Total,52.4,Extra-EU-28
Ireland,'14,Total,30.7,Foreign country
Ireland,'14,Total,26.1,Reporting country
Ireland,'15,Females,27.3,EU-28
Ireland,'15,Females,43.4,Extra-EU-28
Ireland,'15,Females,30.1,Foreign country
Ireland,'15,Females,24.9,Reporting country
Ireland,'15,Males,26.1,EU-28
Ireland,'15,Males,37.7,Extra-EU-28
Ireland,'15,Males,27.8,Foreign country
Ireland,'15,Males,23.8,Reporting country
Ireland,'15,Total,26.7,EU-28
Ireland,'15,Total,41,Extra-EU-28
Ireland,'15,Total,29,Foreign country
Ireland,'15,Total,24.3,Reporting country
Iceland,'06,Females,18.9,Foreign country
Iceland,'06,Females,12.7,Reporting country
Iceland,'06,Males,19.8,Foreign country
Iceland,'06,Males,10.1,Reporting country
Iceland,'06,Total,19.3,Foreign country
Iceland,'06,Total,11.4,Reporting country
Iceland,'07,Females,13.7,Foreign country
Iceland,'07,Females,13.6,Reporting country
Iceland,'07,Males,16.9,Foreign country
Iceland,'07,Males,10.2,Reporting country
Iceland,'07,Total,15.1,Foreign country
Iceland,'07,Total,11.9,Reporting country
Iceland,'08,Females,13.4,Foreign country
Iceland,'08,Females,12.3,Reporting country
Iceland,'08,Males,18.4,Foreign country
Iceland,'08,Males,10.2,Reporting country
Iceland,'08,Total,15.7,Foreign country
Iceland,'08,Total,11.2,Reporting country
Iceland,'09,Females,28.3,EU-28
Iceland,'09,Females,26.8,Extra-EU-28
Iceland,'09,Females,27.8,Foreign country
Iceland,'09,Females,12.3,Reporting country
Iceland,'09,Males,23.5,EU-28
Iceland,'09,Males,12.9,Extra-EU-28
Iceland,'09,Males,20.1,Foreign country
Iceland,'09,Males,10.4,Reporting country
Iceland,'09,Total,26,EU-28
Iceland,'09,Total,20.7,Extra-EU-28
Iceland,'09,Total,24.1,Foreign country
Iceland,'09,Total,11.4,Reporting country
Iceland,'10,Females,25.7,EU-28
Iceland,'10,Females,39.2,Extra-EU-28
Iceland,'10,Females,31.9,Foreign country
Iceland,'10,Females,12.2,Reporting country
Iceland,'10,Males,39.2,EU-28
Iceland,'10,Males,18.1,Extra-EU-28
Iceland,'10,Males,30.4,Foreign country
Iceland,'10,Males,11.6,Reporting country
Iceland,'10,Total,32.1,EU-28
Iceland,'10,Total,29.9,Extra-EU-28
Iceland,'10,Total,31.2,Foreign country
Iceland,'10,Total,11.9,Reporting country
Iceland,'11,Females,21.7,EU-28
Iceland,'11,Females,32.5,Extra-EU-28
Iceland,'11,Females,25.4,Foreign country
Iceland,'11,Females,12.6,Reporting country
Iceland,'11,Males,28.7,EU-28
Iceland,'11,Males,19.6,Extra-EU-28
Iceland,'11,Males,25.6,Foreign country
Iceland,'11,Males,11.7,Reporting country
Iceland,'11,Total,24.9,EU-28
Iceland,'11,Total,26.6,Extra-EU-28
Iceland,'11,Total,25.5,Foreign country
Iceland,'11,Total,12.2,Reporting country
Iceland,'12,Females,15.6,EU-28
Iceland,'12,Females,28.9,Extra-EU-28
Iceland,'12,Females,19,Foreign country
Iceland,'12,Females,11.1,Reporting country
Iceland,'12,Males,22.6,EU-28
Iceland,'12,Males,19.7,Extra-EU-28
Iceland,'12,Males,22,Foreign country
Iceland,'12,Males,11,Reporting country
Iceland,'12,Total,19.2,EU-28
Iceland,'12,Total,24.8,Extra-EU-28
Iceland,'12,Total,20.5,Foreign country
Iceland,'12,Total,11.1,Reporting country
Iceland,'13,Females,20.3,EU-28
Iceland,'13,Females,19.4,Extra-EU-28
Iceland,'13,Females,20.1,Foreign country
Iceland,'13,Females,11.3,Reporting country
Iceland,'13,Males,19.3,EU-28
Iceland,'13,Males,12.2,Extra-EU-28
Iceland,'13,Males,17.6,Foreign country
Iceland,'13,Males,11.4,Reporting country
Iceland,'13,Total,19.8,EU-28
Iceland,'13,Total,16.3,Extra-EU-28
Iceland,'13,Total,19,Foreign country
Iceland,'13,Total,11.4,Reporting country
Iceland,'14,Females,9.4,EU-28
Iceland,'14,Females,11.3,Extra-EU-28
Iceland,'14,Females,9.9,Foreign country
Iceland,'14,Females,10.8,Reporting country
Iceland,'14,Males,15.6,EU-28
Iceland,'14,Males,5.1,Extra-EU-28
Iceland,'14,Males,14,Foreign country
Iceland,'14,Males,9.8,Reporting country
Iceland,'14,Total,12.6,EU-28
Iceland,'14,Total,9,Extra-EU-28
Iceland,'14,Total,11.9,Foreign country
Iceland,'14,Total,10.3,Reporting country
Iceland,'15,Females,14.3,EU-28
Iceland,'15,Females,19.5,Extra-EU-28
Iceland,'15,Females,15.8,Foreign country
Iceland,'15,Females,13.1,Reporting country
Iceland,'15,Males,20.9,EU-28
Iceland,'15,Males,0,Extra-EU-28
Iceland,'15,Males,17.7,Foreign country
Iceland,'15,Males,11.4,Reporting country
Iceland,'15,Total,18.1,EU-28
Iceland,'15,Total,12.3,Extra-EU-28
Iceland,'15,Total,16.8,Foreign country
Iceland,'15,Total,12.2,Reporting country
Hungary,'06,Females,32.6,Foreign country
Hungary,'06,Females,30.4,Reporting country
Hungary,'06,Males,29.1,Foreign country
Hungary,'06,Males,29,Reporting country
Hungary,'06,Total,30.9,Foreign country
Hungary,'06,Total,29.8,Reporting country
Hungary,'07,Females,40.6,Foreign country
Hungary,'07,Females,29.2,Reporting country
Hungary,'07,Males,46.5,Foreign country
Hungary,'07,Males,26.8,Reporting country
Hungary,'07,Total,42.8,Foreign country
Hungary,'07,Total,28.1,Reporting country
Hungary,'08,Females,36.2,Foreign country
Hungary,'08,Females,27.9,Reporting country
Hungary,'08,Males,18.1,Foreign country
Hungary,'08,Males,25.8,Reporting country
Hungary,'08,Total,29,Foreign country
Hungary,'08,Total,26.9,Reporting country
Hungary,'09,Females,11.8,EU-28
Hungary,'09,Females,16.3,Foreign country
Hungary,'09,Females,28.4,Reporting country
Hungary,'09,Males,14.4,Foreign country
Hungary,'09,Males,27.1,Reporting country
Hungary,'09,Total,10.8,EU-28
Hungary,'09,Total,26.5,Extra-EU-28
Hungary,'09,Total,15.5,Foreign country
Hungary,'09,Total,27.8,Reporting country
Hungary,'10,Females,26.1,EU-28
Hungary,'10,Females,28.8,Foreign country
Hungary,'10,Females,28.7,Reporting country
Hungary,'10,Males,20.4,Foreign country
Hungary,'10,Males,26.9,Reporting country
Hungary,'10,Total,23.2,EU-28
Hungary,'10,Total,25.2,Foreign country
Hungary,'10,Total,27.9,Reporting country
Hungary,'11,Females,45.5,EU-28
Hungary,'11,Females,43,Foreign country
Hungary,'11,Females,30.4,Reporting country
Hungary,'11,Males,39.6,EU-28
Hungary,'11,Males,34.9,Foreign country
Hungary,'11,Males,28.7,Reporting country
Hungary,'11,Total,42.4,EU-28
Hungary,'11,Total,30.4,Extra-EU-28
Hungary,'11,Total,38.4,Foreign country
Hungary,'11,Total,29.6,Reporting country
Hungary,'12,Females,32.4,Reporting country
Hungary,'12,Males,13.4,EU-28
Hungary,'12,Males,11.3,Foreign country
Hungary,'12,Males,30.8,Reporting country
Hungary,'12,Total,8.7,EU-28
Hungary,'12,Total,10,Foreign country
Hungary,'12,Total,31.7,Reporting country
Hungary,'13,Females,56.3,EU-28
Hungary,'13,Females,55.5,Foreign country
Hungary,'13,Females,33.6,Reporting country
Hungary,'13,Males,20.9,EU-28
Hungary,'13,Males,18.1,Foreign country
Hungary,'13,Males,32,Reporting country
Hungary,'13,Total,38.1,EU-28
Hungary,'13,Total,34.8,Foreign country
Hungary,'13,Total,32.9,Reporting country
Hungary,'14,Females,21.9,EU-28
Hungary,'14,Females,24.1,Foreign country
Hungary,'14,Females,30.4,Reporting country
Hungary,'14,Males,25,EU-28
Hungary,'14,Males,28.5,Foreign country
Hungary,'14,Males,29.1,Reporting country
Hungary,'14,Total,23.6,EU-28
Hungary,'14,Total,26.3,Foreign country
Hungary,'14,Total,29.8,Reporting country
Hungary,'15,Females,19.6,Foreign country
Hungary,'15,Females,26.8,Reporting country
Hungary,'15,Males,22.2,EU-28
Hungary,'15,Males,23.7,Foreign country
Hungary,'15,Males,26,Reporting country
Hungary,'15,Total,17.3,EU-28
Hungary,'15,Total,21.8,Foreign country
Hungary,'15,Total,26.5,Reporting country
Hungary,'16,Females,25,Reporting country
Hungary,'16,Males,5,Foreign country
Hungary,'16,Males,24.2,Reporting country
Hungary,'16,Total,7.2,EU-28
Hungary,'16,Total,6.3,Foreign country
Hungary,'16,Total,24.6,Reporting country
Greece,'06,Females,37.9,Foreign country
Greece,'06,Females,31.5,Reporting country
Greece,'06,Males,41.4,Foreign country
Greece,'06,Males,26.7,Reporting country
Greece,'06,Total,39.6,Foreign country
Greece,'06,Total,29.2,Reporting country
Greece,'07,Females,50.6,Foreign country
Greece,'07,Females,29.1,Reporting country
Greece,'07,Males,54,Foreign country
Greece,'07,Males,24.9,Reporting country
Greece,'07,Total,52.2,Foreign country
Greece,'07,Total,27.1,Reporting country
Greece,'08,Females,47.1,Foreign country
Greece,'08,Females,28.9,Reporting country
Greece,'08,Males,49,Foreign country
Greece,'08,Males,24.1,Reporting country
Greece,'08,Total,48.1,Foreign country
Greece,'08,Total,26.5,Reporting country
Greece,'09,Females,39.7,EU-28
Greece,'09,Females,47.7,Extra-EU-28
Greece,'09,Females,45.7,Foreign country
Greece,'09,Females,27.5,Reporting country
Greece,'09,Males,55.5,EU-28
Greece,'09,Males,49,Extra-EU-28
Greece,'09,Males,49.9,Foreign country
Greece,'09,Males,23.8,Reporting country
Greece,'09,Total,44.7,EU-28
Greece,'09,Total,48.4,Extra-EU-28
Greece,'09,Total,47.6,Foreign country
Greece,'09,Total,25.7,Reporting country
Greece,'10,Females,39.6,EU-28
Greece,'10,Females,55.7,Extra-EU-28
Greece,'10,Females,51.7,Foreign country
Greece,'10,Females,27.3,Reporting country
Greece,'10,Males,56.6,EU-28
Greece,'10,Males,55.7,Extra-EU-28
Greece,'10,Males,55.8,Foreign country
Greece,'10,Males,23.6,Reporting country
Greece,'10,Total,45.2,EU-28
Greece,'10,Total,55.7,Extra-EU-28
Greece,'10,Total,53.7,Foreign country
Greece,'10,Total,25.5,Reporting country
Greece,'11,Females,38.6,EU-28
Greece,'11,Females,62.8,Extra-EU-28
Greece,'11,Females,57.1,Foreign country
Greece,'11,Females,31.2,Reporting country
Greece,'11,Males,37.7,EU-28
Greece,'11,Males,61.5,Extra-EU-28
Greece,'11,Males,58.7,Foreign country
Greece,'11,Males,27.9,Reporting country
Greece,'11,Total,38.3,EU-28
Greece,'11,Total,62.1,Extra-EU-28
Greece,'11,Total,57.8,Foreign country
Greece,'11,Total,29.6,Reporting country
Greece,'12,Females,41.6,EU-28
Greece,'12,Females,69.4,Extra-EU-28
Greece,'12,Females,61.6,Foreign country
Greece,'12,Females,34.2,Reporting country
Greece,'12,Males,54.3,EU-28
Greece,'12,Males,63.9,Extra-EU-28
Greece,'12,Males,63.1,Foreign country
Greece,'12,Males,31.5,Reporting country
Greece,'12,Total,44.3,EU-28
Greece,'12,Total,66.5,Extra-EU-28
Greece,'12,Total,62.3,Foreign country
Greece,'12,Total,32.9,Reporting country
Greece,'13,Females,49.7,EU-28
Greece,'13,Females,71.1,Extra-EU-28
Greece,'13,Females,65.8,Foreign country
Greece,'13,Females,34.1,Reporting country
Greece,'13,Males,48.3,EU-28
Greece,'13,Males,73,Extra-EU-28
Greece,'13,Males,70.6,Foreign country
Greece,'13,Males,31.1,Reporting country
Greece,'13,Total,49.3,EU-28
Greece,'13,Total,72.1,Extra-EU-28
Greece,'13,Total,68,Foreign country
Greece,'13,Total,32.6,Reporting country
Greece,'14,Females,47.9,EU-28
Greece,'14,Females,73,Extra-EU-28
Greece,'14,Females,68,Foreign country
Greece,'14,Females,34.7,Reporting country
Greece,'14,Males,48.3,EU-28
Greece,'14,Males,69.7,Extra-EU-28
Greece,'14,Males,67.4,Foreign country
Greece,'14,Males,32.6,Reporting country
Greece,'14,Total,48,EU-28
Greece,'14,Total,71.3,Extra-EU-28
Greece,'14,Total,67.7,Foreign country
Greece,'14,Total,33.7,Reporting country
Greece,'15,Females,46.3,EU-28
Greece,'15,Females,63.5,Extra-EU-28
Greece,'15,Females,60.3,Foreign country
Greece,'15,Females,34.8,Reporting country
Greece,'15,Males,43,EU-28
Greece,'15,Males,70.9,Extra-EU-28
Greece,'15,Males,67.5,Foreign country
Greece,'15,Males,31.9,Reporting country
Greece,'15,Total,45.1,EU-28
Greece,'15,Total,67.1,Extra-EU-28
Greece,'15,Total,63.6,Foreign country
Greece,'15,Total,33.4,Reporting country
Germany**,'06,Females,32.6,Foreign country
Germany**,'06,Females,21.3,Reporting country
Germany**,'06,Males,34.2,Foreign country
Germany**,'06,Males,17.7,Reporting country
Germany**,'06,Total,33.3,Foreign country
Germany**,'06,Total,19.6,Reporting country
Germany**,'07,Females,36.8,Foreign country
Germany**,'07,Females,22.6,Reporting country
Germany**,'07,Males,32.6,Foreign country
Germany**,'07,Males,18,Reporting country
Germany**,'07,Total,34.9,Foreign country
Germany**,'07,Total,20.4,Reporting country
