Host Country,Year,Sex,AROPE %,Citizen
Czech Republic,'15,Males,16,Extra-EU-28
Czech Republic,'15,Males,17.8,Foreign country
Czech Republic,'15,Males,10.8,Reporting country
Czech Republic,'15,Total,17.1,EU-28
Czech Republic,'15,Total,15.6,Extra-EU-28
Czech Republic,'15,Total,16.3,Foreign country
Czech Republic,'15,Total,12.9,Reporting country
Cyprus,'06,Females,39.5,Foreign country
Cyprus,'06,Females,27.4,Reporting country
Cyprus,'06,Males,28.9,Foreign country
Cyprus,'06,Males,23.4,Reporting country
Cyprus,'06,Total,35.1,Foreign country
Cyprus,'06,Total,25.4,Reporting country
Cyprus,'07,Females,34.7,Foreign country
Cyprus,'07,Females,28.7,Reporting country
Cyprus,'07,Males,28.8,Foreign country
Cyprus,'07,Males,22.5,Reporting country
Cyprus,'07,Total,32.3,Foreign country
Cyprus,'07,Total,25.6,Reporting country
Cyprus,'08,Females,32.6,Foreign country
Cyprus,'08,Females,25.8,Reporting country
Cyprus,'08,Males,32.6,Foreign country
Cyprus,'08,Males,19,Reporting country
Cyprus,'08,Total,32.6,Foreign country
Cyprus,'08,Total,22.4,Reporting country
Cyprus,'09,Females,36.9,EU-28
Cyprus,'09,Females,40.9,Extra-EU-28
Cyprus,'09,Females,38.9,Foreign country
Cyprus,'09,Females,25.7,Reporting country
Cyprus,'09,Males,33.7,EU-28
Cyprus,'09,Males,41.1,Extra-EU-28
Cyprus,'09,Males,35.8,Foreign country
Cyprus,'09,Males,19.6,Reporting country
Cyprus,'09,Total,35.4,EU-28
Cyprus,'09,Total,41,Extra-EU-28
Cyprus,'09,Total,37.7,Foreign country
Cyprus,'09,Total,22.6,Reporting country
Cyprus,'10,Females,33,EU-28
Cyprus,'10,Females,43.1,Extra-EU-28
Cyprus,'10,Females,38.3,Foreign country
Cyprus,'10,Females,25.6,Reporting country
Cyprus,'10,Males,28,EU-28
Cyprus,'10,Males,60.6,Extra-EU-28
Cyprus,'10,Males,38.5,Foreign country
Cyprus,'10,Males,20.9,Reporting country
Cyprus,'10,Total,30.8,EU-28
Cyprus,'10,Total,47.6,Extra-EU-28
Cyprus,'10,Total,38.4,Foreign country
Cyprus,'10,Total,23.2,Reporting country
Cyprus,'11,Females,29.2,EU-28
Cyprus,'11,Females,43.2,Extra-EU-28
Cyprus,'11,Females,36.3,Foreign country
Cyprus,'11,Females,25.5,Reporting country
Cyprus,'11,Males,25.7,EU-28
Cyprus,'11,Males,49.4,Extra-EU-28
Cyprus,'11,Males,31.2,Foreign country
Cyprus,'11,Males,21.2,Reporting country
Cyprus,'11,Total,27.6,EU-28
Cyprus,'11,Total,44.4,Extra-EU-28
Cyprus,'11,Total,34.5,Foreign country
Cyprus,'11,Total,23.3,Reporting country
Cyprus,'12,Females,35.5,EU-28
Cyprus,'12,Females,44.2,Extra-EU-28
Cyprus,'12,Females,39.9,Foreign country
Cyprus,'12,Females,27.1,Reporting country
Cyprus,'12,Males,33.7,EU-28
Cyprus,'12,Males,56.3,Extra-EU-28
Cyprus,'12,Males,38.9,Foreign country
Cyprus,'12,Males,22.2,Reporting country
Cyprus,'12,Total,34.6,EU-28
Cyprus,'12,Total,46.7,Extra-EU-28
Cyprus,'12,Total,39.5,Foreign country
Cyprus,'12,Total,24.7,Reporting country
Cyprus,'13,Females,40.2,EU-28
Cyprus,'13,Females,43.1,Extra-EU-28
Cyprus,'13,Females,41.6,Foreign country
Cyprus,'13,Females,26.1,Reporting country
Cyprus,'13,Males,33.3,EU-28
Cyprus,'13,Males,57.7,Extra-EU-28
Cyprus,'13,Males,39,Foreign country
Cyprus,'13,Males,24.9,Reporting country
Cyprus,'13,Total,37,EU-28
Cyprus,'13,Total,46.3,Extra-EU-28
Cyprus,'13,Total,40.7,Foreign country
Cyprus,'13,Total,25.5,Reporting country
Cyprus,'14,Females,34.3,EU-28
Cyprus,'14,Females,44.6,Extra-EU-28
Cyprus,'14,Females,38.8,Foreign country
Cyprus,'14,Females,27.4,Reporting country
Cyprus,'14,Males,31.5,EU-28
Cyprus,'14,Males,53.6,Extra-EU-28
Cyprus,'14,Males,36.7,Foreign country
Cyprus,'14,Males,25.2,Reporting country
Cyprus,'14,Total,33,EU-28
Cyprus,'14,Total,47,Extra-EU-28
Cyprus,'14,Total,37.9,Foreign country
Cyprus,'14,Total,26.3,Reporting country
Cyprus,'15,Females,36.6,EU-28
Cyprus,'15,Females,44.6,Extra-EU-28
Cyprus,'15,Females,39.9,Foreign country
Cyprus,'15,Females,27.3,Reporting country
Cyprus,'15,Males,35.7,EU-28
Cyprus,'15,Males,61.6,Extra-EU-28
Cyprus,'15,Males,42.7,Foreign country
Cyprus,'15,Males,25.5,Reporting country
Cyprus,'15,Total,36.2,EU-28
Cyprus,'15,Total,49.9,Extra-EU-28
Cyprus,'15,Total,41.1,Foreign country
Cyprus,'15,Total,26.4,Reporting country
Croatia,'10,Females,58,Extra-EU-28
Croatia,'10,Females,53,Foreign country
Croatia,'10,Females,32.3,Reporting country
Croatia,'10,Males,30.3,Reporting country
Croatia,'10,Total,65.5,Extra-EU-28
Croatia,'10,Total,55.3,Foreign country
Croatia,'10,Total,31.4,Reporting country
Croatia,'11,Females,50.5,Extra-EU-28
Croatia,'11,Females,47.8,Foreign country
Croatia,'11,Females,33.7,Reporting country
Croatia,'11,Males,54.7,Extra-EU-28
Croatia,'11,Males,46.4,Foreign country
Croatia,'11,Males,32,Reporting country
Croatia,'11,Total,52,Extra-EU-28
Croatia,'11,Total,47.3,Foreign country
Croatia,'11,Total,32.9,Reporting country
Croatia,'12,Females,51.6,Extra-EU-28
Croatia,'12,Females,46,Foreign country
Croatia,'12,Females,32.8,Reporting country
Croatia,'12,Males,50.9,Extra-EU-28
Croatia,'12,Males,43.4,Foreign country
Croatia,'12,Males,31.1,Reporting country
Croatia,'12,Total,51.3,Extra-EU-28
Croatia,'12,Total,45,Foreign country
Croatia,'12,Total,32,Reporting country
Croatia,'13,Females,53.3,Extra-EU-28
Croatia,'13,Females,53.8,Foreign country
Croatia,'13,Females,30.2,Reporting country
Croatia,'13,Males,53.1,Extra-EU-28
Croatia,'13,Males,59.5,Foreign country
Croatia,'13,Males,29.6,Reporting country
Croatia,'13,Total,53.2,Extra-EU-28
Croatia,'13,Total,56.2,Foreign country
Croatia,'13,Total,29.9,Reporting country
Croatia,'14,Females,44.1,Extra-EU-28
Croatia,'14,Females,43.9,Foreign country
Croatia,'14,Females,29.7,Reporting country
Croatia,'14,Males,48,Extra-EU-28
Croatia,'14,Males,35.3,Foreign country
Croatia,'14,Males,28.8,Reporting country
Croatia,'14,Total,45.8,Extra-EU-28
Croatia,'14,Total,40.4,Foreign country
Croatia,'14,Total,29.3,Reporting country
Croatia,'15,Females,15.6,EU-28
Croatia,'15,Females,50.5,Extra-EU-28
Croatia,'15,Females,36.8,Foreign country
Croatia,'15,Females,29.9,Reporting country
Croatia,'15,Males,47.2,Extra-EU-28
Croatia,'15,Males,34.7,Foreign country
Croatia,'15,Males,28.5,Reporting country
Croatia,'15,Total,13.4,EU-28
Croatia,'15,Total,49.2,Extra-EU-28
Croatia,'15,Total,36.1,Foreign country
Croatia,'15,Total,29.2,Reporting country
Bulgaria,'06,Females,50,Foreign country
Bulgaria,'06,Females,62.9,Reporting country
Bulgaria,'06,Males,60.6,Reporting country
Bulgaria,'06,Total,55.1,Foreign country
Bulgaria,'06,Total,61.8,Reporting country
Bulgaria,'07,Females,64.8,Foreign country
Bulgaria,'07,Females,62.4,Reporting country
Bulgaria,'07,Males,59.2,Reporting country
Bulgaria,'07,Total,61,Foreign country
Bulgaria,'07,Total,60.9,Reporting country
Bulgaria,'08,Females,41.8,Foreign country
Bulgaria,'08,Females,47,Reporting country
Bulgaria,'08,Males,42.4,Reporting country
Bulgaria,'08,Total,40.5,Foreign country
Bulgaria,'08,Total,44.8,Reporting country
Bulgaria,'09,Females,50.3,Extra-EU-28
Bulgaria,'09,Females,48.6,Foreign country
Bulgaria,'09,Females,48.5,Reporting country
Bulgaria,'09,Males,43,Reporting country
Bulgaria,'09,Total,44.7,Extra-EU-28
Bulgaria,'09,Total,42.6,Foreign country
Bulgaria,'09,Total,45.9,Reporting country
Bulgaria,'10,Females,46.1,Extra-EU-28
Bulgaria,'10,Females,41,Foreign country
Bulgaria,'10,Females,51.1,Reporting country
Bulgaria,'10,Males,46.8,Reporting country
Bulgaria,'10,Total,47.5,Extra-EU-28
Bulgaria,'10,Total,45.8,Foreign country
Bulgaria,'10,Total,49,Reporting country
Bulgaria,'11,Females,69.5,Extra-EU-28
Bulgaria,'11,Females,61,Foreign country
Bulgaria,'11,Females,50.2,Reporting country
Bulgaria,'11,Males,39.6,Foreign country
Bulgaria,'11,Males,46.8,Reporting country
Bulgaria,'11,Total,58.1,Extra-EU-28
Bulgaria,'11,Total,51,Foreign country
Bulgaria,'11,Total,48.5,Reporting country
Bulgaria,'12,Females,55.8,Extra-EU-28
Bulgaria,'12,Females,50.9,Foreign country
Bulgaria,'12,Females,51,Reporting country
Bulgaria,'12,Males,47,Reporting country
Bulgaria,'12,Total,63,Extra-EU-28
Bulgaria,'12,Total,56.5,Foreign country
Bulgaria,'12,Total,49.1,Reporting country
Bulgaria,'13,Females,61.9,Extra-EU-28
Bulgaria,'13,Females,61.4,Foreign country
Bulgaria,'13,Females,48.7,Reporting country
Bulgaria,'13,Males,46,Reporting country
Bulgaria,'13,Total,57.2,Extra-EU-28
Bulgaria,'13,Total,56.5,Foreign country
Bulgaria,'13,Total,47.4,Reporting country
Bulgaria,'14,Females,32.5,Extra-EU-28
Bulgaria,'14,Females,35.1,Foreign country
Bulgaria,'14,Females,40.1,Reporting country
Bulgaria,'14,Males,37.4,Reporting country
Bulgaria,'14,Total,34.8,Extra-EU-28
Bulgaria,'14,Total,36.8,Foreign country
Bulgaria,'14,Total,38.8,Reporting country
Bulgaria,'15,Females,53.1,Extra-EU-28
Bulgaria,'15,Females,52.6,Foreign country
Bulgaria,'15,Females,43,Reporting country
Bulgaria,'15,Males,39.3,Foreign country
Bulgaria,'15,Males,38.4,Reporting country
Bulgaria,'15,Total,47.4,Extra-EU-28
Bulgaria,'15,Total,46.8,Foreign country
Bulgaria,'15,Total,40.8,Reporting country
Bulgaria,'16,Females,45.9,Extra-EU-28
Bulgaria,'16,Females,44.8,Foreign country
Bulgaria,'16,Females,41.4,Reporting country
Bulgaria,'16,Males,31.9,Extra-EU-28
Bulgaria,'16,Males,30.9,Foreign country
Bulgaria,'16,Males,37,Reporting country
Bulgaria,'16,Total,39.4,Extra-EU-28
Bulgaria,'16,Total,37.6,Foreign country
Bulgaria,'16,Total,39.3,Reporting country
Belgium,'06,Females,37.7,Foreign country
Belgium,'06,Females,22.9,Reporting country
Belgium,'06,Males,35.9,Foreign country
Belgium,'06,Males,17.5,Reporting country
Belgium,'06,Total,36.8,Foreign country
Belgium,'06,Total,20.3,Reporting country
Belgium,'07,Females,41.9,Foreign country
Belgium,'07,Females,22.2,Reporting country
Belgium,'07,Males,38,Foreign country
Belgium,'07,Males,17.5,Reporting country
Belgium,'07,Total,39.9,Foreign country
Belgium,'07,Total,19.9,Reporting country
Belgium,'08,Females,36.2,Foreign country
Belgium,'08,Females,21.5,Reporting country
Belgium,'08,Males,37.4,Foreign country
Belgium,'08,Males,16.9,Reporting country
Belgium,'08,Total,36.8,Foreign country
Belgium,'08,Total,19.3,Reporting country
Belgium,'09,Females,26.3,EU-28
Belgium,'09,Females,60.8,Extra-EU-28
Belgium,'09,Females,39.4,Foreign country
Belgium,'09,Females,19.9,Reporting country
Belgium,'09,Males,25.5,EU-28
Belgium,'09,Males,56.5,Extra-EU-28
Belgium,'09,Males,38.2,Foreign country
Belgium,'09,Males,16,Reporting country
Belgium,'09,Total,25.9,EU-28
Belgium,'09,Total,58.6,Extra-EU-28
Belgium,'09,Total,38.8,Foreign country
Belgium,'09,Total,18,Reporting country
Belgium,'10,Females,27.3,EU-28
Belgium,'10,Females,62,Extra-EU-28
Belgium,'10,Females,38.2,Foreign country
Belgium,'10,Females,19.4,Reporting country
Belgium,'10,Males,30.3,EU-28
Belgium,'10,Males,65,Extra-EU-28
Belgium,'10,Males,40.5,Foreign country
Belgium,'10,Males,17.2,Reporting country
Belgium,'10,Total,28.8,EU-28
Belgium,'10,Total,63.4,Extra-EU-28
Belgium,'10,Total,39.4,Foreign country
Belgium,'10,Total,18.3,Reporting country
Belgium,'11,Females,30.5,EU-28
Belgium,'11,Females,64.9,Extra-EU-28
Belgium,'11,Females,42.5,Foreign country
Belgium,'11,Females,19,Reporting country
Belgium,'11,Males,32.7,EU-28
Belgium,'11,Males,67.9,Extra-EU-28
Belgium,'11,Males,44.3,Foreign country
Belgium,'11,Males,17,Reporting country
Belgium,'11,Total,31.6,EU-28
Belgium,'11,Total,66.4,Extra-EU-28
Belgium,'11,Total,43.4,Foreign country
Belgium,'11,Total,18.1,Reporting country
Belgium,'12,Females,29.9,EU-28
Belgium,'12,Females,63.7,Extra-EU-28
Belgium,'12,Females,42,Foreign country
Belgium,'12,Females,20.3,Reporting country
Belgium,'12,Males,27.3,EU-28
Belgium,'12,Males,60.3,Extra-EU-28
Belgium,'12,Males,39.5,Foreign country
Belgium,'12,Males,17.9,Reporting country
Belgium,'12,Total,28.6,EU-28
Belgium,'12,Total,61.9,Extra-EU-28
Belgium,'12,Total,40.7,Foreign country
Belgium,'12,Total,19.2,Reporting country
Belgium,'13,Females,28.1,EU-28
Belgium,'13,Females,65,Extra-EU-28
Belgium,'13,Females,41.5,Foreign country
Belgium,'13,Females,19,Reporting country
Belgium,'13,Males,24.6,EU-28
Belgium,'13,Males,72.1,Extra-EU-28
Belgium,'13,Males,40.9,Foreign country
Belgium,'13,Males,17.7,Reporting country
Belgium,'13,Total,26.3,EU-28
Belgium,'13,Total,68.4,Extra-EU-28
Belgium,'13,Total,41.2,Foreign country
Belgium,'13,Total,18.4,Reporting country
Belgium,'14,Females,32.5,EU-28
Belgium,'14,Females,68.6,Extra-EU-28
Belgium,'14,Females,46.8,Foreign country
Belgium,'14,Females,18.5,Reporting country
Belgium,'14,Males,26,EU-28
Belgium,'14,Males,73.6,Extra-EU-28
Belgium,'14,Males,44.4,Foreign country
Belgium,'14,Males,17.1,Reporting country
Belgium,'14,Total,29.2,EU-28
Belgium,'14,Total,71.1,Extra-EU-28
Belgium,'14,Total,45.5,Foreign country
Belgium,'14,Total,17.8,Reporting country
Belgium,'15,Females,32.7,EU-28
Belgium,'15,Females,64.1,Extra-EU-28
Belgium,'15,Females,44.1,Foreign country
Belgium,'15,Females,19.3,Reporting country
Belgium,'15,Males,25.8,EU-28
Belgium,'15,Males,61.9,Extra-EU-28
Belgium,'15,Males,37.2,Foreign country
Belgium,'15,Males,16.8,Reporting country
Belgium,'15,Total,29.1,EU-28
Belgium,'15,Total,63,Extra-EU-28
Belgium,'15,Total,40.7,Foreign country
Belgium,'15,Total,18.1,Reporting country
Belgium,'16,Females,29.2,EU-28
Belgium,'16,Females,57.7,Extra-EU-28
Belgium,'16,Females,39.7,Foreign country
Belgium,'16,Females,19.5,Reporting country
Belgium,'16,Males,22.1,EU-28
Belgium,'16,Males,63.2,Extra-EU-28
Belgium,'16,Males,35.7,Foreign country
Belgium,'16,Males,17.2,Reporting country
Belgium,'16,Total,25.6,EU-28
Belgium,'16,Total,60.3,Extra-EU-28
Belgium,'16,Total,37.7,Foreign country
Belgium,'16,Total,18.4,Reporting country
Austria,'06,Females,34.9,Foreign country
Austria,'06,Females,18.4,Reporting country
Austria,'06,Males,30,Foreign country
Austria,'06,Males,13.1,Reporting country
Austria,'06,Total,32.5,Foreign country
Austria,'06,Total,15.8,Reporting country
Austria,'07,Females,29.8,Foreign country
Austria,'07,Females,17.9,Reporting country
Austria,'07,Males,19.9,Foreign country
Austria,'07,Males,12.7,Reporting country
Austria,'07,Total,24.7,Foreign country
Austria,'07,Total,15.4,Reporting country
Austria,'08,Females,43.3,Foreign country
Austria,'08,Females,19.6,Reporting country
Austria,'08,Males,41,Foreign country
Austria,'08,Males,15.3,Reporting country
Austria,'08,Total,42.2,Foreign country
Austria,'08,Total,17.5,Reporting country
Austria,'09,Females,33.9,EU-28
Austria,'09,Females,45.2,Extra-EU-28
Austria,'09,Females,41.3,Foreign country
Austria,'09,Females,18,Reporting country
Austria,'09,Males,32.5,EU-28
Austria,'09,Males,38.9,Extra-EU-28
Austria,'09,Males,36.8,Foreign country
Austria,'09,Males,14.7,Reporting country
Austria,'09,Total,33.3,EU-28
Austria,'09,Total,42.2,Extra-EU-28
Austria,'09,Total,39.2,Foreign country
Austria,'09,Total,16.4,Reporting country
Austria,'10,Females,32.1,EU-28
Austria,'10,Females,44.2,Extra-EU-28
Austria,'10,Females,39.6,Foreign country
Austria,'10,Females,17.7,Reporting country
Austria,'10,Males,34.1,EU-28
Austria,'10,Males,38.2,Extra-EU-28
Austria,'10,Males,36.7,Foreign country
Austria,'10,Males,13.8,Reporting country
Austria,'10,Total,33,EU-28
Austria,'10,Total,41.5,Extra-EU-28
Austria,'10,Total,38.3,Foreign country
Austria,'10,Total,15.8,Reporting country
Austria,'11,Females,34.9,EU-28
Austria,'11,Females,39.8,Extra-EU-28
Austria,'11,Females,37.8,Foreign country
Austria,'11,Females,17.8,Reporting country
Austria,'11,Males,25.1,EU-28
Austria,'11,Males,40,Extra-EU-28
Austria,'11,Males,34.7,Foreign country
Austria,'11,Males,14.6,Reporting country
Austria,'11,Total,30.8,EU-28
Austria,'11,Total,39.9,Extra-EU-28
Austria,'11,Total,36.4,Foreign country
Austria,'11,Total,16.3,Reporting country
Austria,'12,Females,38.5,EU-28
Austria,'12,Females,32.7,Extra-EU-28
Austria,'12,Females,35.1,Foreign country
Austria,'12,Females,17.5,Reporting country
Austria,'12,Males,39.5,EU-28
Austria,'12,Males,28.2,Extra-EU-28
Austria,'12,Males,32.2,Foreign country
Austria,'12,Males,14.2,Reporting country
Austria,'12,Total,38.9,EU-28
Austria,'12,Total,30.5,Extra-EU-28
Austria,'12,Total,33.7,Foreign country
Austria,'12,Total,15.9,Reporting country
Austria,'13,Females,37.7,EU-28
Austria,'13,Females,40.1,Extra-EU-28
Austria,'13,Females,39.1,Foreign country
Austria,'13,Females,16.8,Reporting country
Austria,'13,Males,34.3,EU-28
Austria,'13,Males,34.1,Extra-EU-28
Austria,'13,Males,34.2,Foreign country
Austria,'13,Males,13.8,Reporting country
Austria,'13,Total,36.2,EU-28
Austria,'13,Total,37.2,Extra-EU-28
Austria,'13,Total,36.8,Foreign country
Austria,'13,Total,15.4,Reporting country
Austria,'14,Females,42.7,EU-28
Austria,'14,Females,46.7,Extra-EU-28
Austria,'14,Females,45,Foreign country
Austria,'14,Females,16.2,Reporting country
Austria,'14,Males,37.9,EU-28
Austria,'14,Males,41.1,Extra-EU-28
Austria,'14,Males,39.7,Foreign country
Austria,'14,Males,13.5,Reporting country
Austria,'14,Total,40.5,EU-28
Austria,'14,Total,44.2,Extra-EU-28
Austria,'14,Total,42.6,Foreign country
Austria,'14,Total,14.9,Reporting country
Austria,'15,Females,41.2,EU-28
Austria,'15,Females,40.2,Extra-EU-28
Austria,'15,Females,40.6,Foreign country
Austria,'15,Females,15.2,Reporting country
Austria,'15,Males,41.4,EU-28
Austria,'15,Males,39.4,Extra-EU-28
Austria,'15,Males,40.2,Foreign country
Austria,'15,Males,12.8,Reporting country
Austria,'15,Total,41.3,EU-28
Austria,'15,Total,39.8,Extra-EU-28
Austria,'15,Total,40.4,Foreign country
Austria,'15,Total,14,Reporting country
Austria,'16,Females,37.9,EU-28
Austria,'16,Females,44.6,Extra-EU-28
Austria,'16,Females,41.9,Foreign country
Austria,'16,Females,14.9,Reporting country
Austria,'16,Males,39.6,EU-28
Austria,'16,Males,44.8,Extra-EU-28
Austria,'16,Males,42.6,Foreign country
Austria,'16,Males,12,Reporting country
Austria,'16,Total,38.8,EU-28
Austria,'16,Total,44.7,Extra-EU-28
Austria,'16,Total,42.3,Foreign country
Austria,'16,Total,13.5,Reporting country
,--,--,100,--
