Host Country,Year,Sex,Employment %,COC
Poland,'06,Males,67.3,Total
Poland,'06,Total,55.1,EU-28
Poland,'06,Total,54.2,Extra-EU-28
Poland,'06,Total,54.4,Foreign country
Poland,'06,Total,60.1,Reporting country
Poland,'06,Total,60.1,Total
Poland,'07,Females,60.6,Extra-EU-28
Poland,'07,Females,60,Foreign country
Poland,'07,Females,55.5,Reporting country
Poland,'07,Females,55.5,Total
Poland,'07,Males,80.3,EU-28
Poland,'07,Males,68.9,Extra-EU-28
Poland,'07,Males,73,Foreign country
Poland,'07,Males,70.2,Reporting country
Poland,'07,Males,70.2,Total
Poland,'07,Total,72.8,EU-28
Poland,'07,Total,64.3,Extra-EU-28
Poland,'07,Total,66.6,Foreign country
Poland,'07,Total,62.7,Reporting country
Poland,'07,Total,62.7,Total
Poland,'08,Females,62.4,Extra-EU-28
Poland,'08,Females,64.2,Foreign country
Poland,'08,Females,57.3,Reporting country
Poland,'08,Females,57.3,Total
Poland,'08,Males,89.7,EU-28
Poland,'08,Males,70.2,Extra-EU-28
Poland,'08,Males,78.1,Foreign country
Poland,'08,Males,73,Reporting country
Poland,'08,Males,73,Total
Poland,'08,Total,87.5,EU-28
Poland,'08,Total,66,Extra-EU-28
Poland,'08,Total,72,Foreign country
Poland,'08,Total,65,Reporting country
Poland,'08,Total,65,Total
Poland,'09,Females,60.4,Extra-EU-28
Poland,'09,Females,58.7,Foreign country
Poland,'09,Females,57.6,Reporting country
Poland,'09,Females,57.6,Total
Poland,'09,Males,82,EU-28
Poland,'09,Males,70.5,Extra-EU-28
Poland,'09,Males,75.1,Foreign country
Poland,'09,Males,72.6,Reporting country
Poland,'09,Males,72.6,Total
Poland,'09,Total,73.3,EU-28
Poland,'09,Total,64.3,Extra-EU-28
Poland,'09,Total,66.6,Foreign country
Poland,'09,Total,64.9,Reporting country
Poland,'09,Total,64.9,Total
Poland,'10,Females,53.1,Extra-EU-28
Poland,'10,Females,56.5,Foreign country
Poland,'10,Females,57.3,Reporting country
Poland,'10,Females,57.3,Total
Poland,'10,Males,77.8,Extra-EU-28
Poland,'10,Males,70.1,Foreign country
Poland,'10,Males,71.3,Reporting country
Poland,'10,Males,71.3,Total
Poland,'10,Total,62.1,EU-28
Poland,'10,Total,64,Extra-EU-28
Poland,'10,Total,63.6,Foreign country
Poland,'10,Total,64.3,Reporting country
Poland,'10,Total,64.3,Total
Poland,'11,Females,51.9,Extra-EU-28
Poland,'11,Females,52.8,Foreign country
Poland,'11,Females,57.3,Reporting country
Poland,'11,Females,57.2,Total
Poland,'11,Males,85.6,EU-28
Poland,'11,Males,71.1,Extra-EU-28
Poland,'11,Males,77.2,Foreign country
Poland,'11,Males,71.8,Reporting country
Poland,'11,Males,71.9,Total
Poland,'11,Total,78.7,EU-28
Poland,'11,Total,60.5,Extra-EU-28
Poland,'11,Total,65.9,Foreign country
Poland,'11,Total,64.5,Reporting country
Poland,'11,Total,64.5,Total
Poland,'12,Females,51.6,Extra-EU-28
Poland,'12,Females,53.2,Foreign country
Poland,'12,Females,57.5,Reporting country
Poland,'12,Females,57.5,Total
Poland,'12,Males,86.9,EU-28
Poland,'12,Males,79,Extra-EU-28
Poland,'12,Males,82.5,Foreign country
Poland,'12,Males,72,Reporting country
Poland,'12,Males,72,Total
Poland,'12,Total,80.1,EU-28
Poland,'12,Total,65.2,Extra-EU-28
Poland,'12,Total,70.2,Foreign country
Poland,'12,Total,64.7,Reporting country
Poland,'12,Total,64.7,Total
Poland,'13,Females,42.3,Extra-EU-28
Poland,'13,Females,43.7,Foreign country
Poland,'13,Females,57.7,Reporting country
Poland,'13,Females,57.6,Total
Poland,'13,Males,85,EU-28
Poland,'13,Males,81.9,Extra-EU-28
Poland,'13,Males,83.1,Foreign country
Poland,'13,Males,72.1,Reporting country
Poland,'13,Males,72.1,Total
Poland,'13,Total,79,EU-28
Poland,'13,Total,62,Extra-EU-28
Poland,'13,Total,67,Foreign country
Poland,'13,Total,64.9,Reporting country
Poland,'13,Total,64.9,Total
Poland,'14,Females,57.3,Extra-EU-28
Poland,'14,Females,60.1,Foreign country
Poland,'14,Females,59.4,Reporting country
Poland,'14,Females,59.4,Total
Poland,'14,Males,85,EU-28
Poland,'14,Males,74.3,Extra-EU-28
Poland,'14,Males,78.5,Foreign country
Poland,'14,Males,73.6,Reporting country
Poland,'14,Males,73.6,Total
Poland,'14,Total,81.6,EU-28
Poland,'14,Total,65.4,Extra-EU-28
Poland,'14,Total,70.2,Foreign country
Poland,'14,Total,66.5,Reporting country
Poland,'14,Total,66.5,Total
Poland,'15,Females,50.9,Extra-EU-28
Poland,'15,Females,52.8,Foreign country
Poland,'15,Females,60.9,Reporting country
Poland,'15,Females,60.9,Total
Poland,'15,Males,85.7,EU-28
Poland,'15,Males,74.6,Extra-EU-28
Poland,'15,Males,78.4,Foreign country
Poland,'15,Males,74.7,Reporting country
Poland,'15,Males,74.7,Total
Poland,'15,Total,79.8,EU-28
Poland,'15,Total,62.3,Extra-EU-28
Poland,'15,Total,66.7,Foreign country
Poland,'15,Total,67.8,Reporting country
Poland,'15,Total,67.8,Total
Poland,'16,Females,50.4,Extra-EU-28
Poland,'16,Females,50.7,Foreign country
Poland,'16,Females,62.3,Reporting country
Poland,'16,Females,62.2,Total
Poland,'16,Males,71.6,EU-28
Poland,'16,Males,76.2,Extra-EU-28
Poland,'16,Males,74.8,Foreign country
Poland,'16,Males,76.4,Reporting country
Poland,'16,Males,76.4,Total
Poland,'16,Total,64.3,EU-28
Poland,'16,Total,62.4,Extra-EU-28
Poland,'16,Total,62.8,Foreign country
Poland,'16,Total,69.3,Reporting country
Poland,'16,Total,69.3,Total
Norway,'06,Females,80.1,EU-28
Norway,'06,Females,55.2,Extra-EU-28
Norway,'06,Females,65.5,Foreign country
Norway,'06,Females,76.2,Reporting country
Norway,'06,Females,75.7,Total
Norway,'06,Males,89,EU-28
Norway,'06,Males,61.6,Extra-EU-28
Norway,'06,Males,76.2,Foreign country
Norway,'06,Males,83.5,Reporting country
Norway,'06,Males,83.2,Total
Norway,'06,Total,84.7,EU-28
Norway,'06,Total,57.7,Extra-EU-28
Norway,'06,Total,70.4,Foreign country
Norway,'06,Total,79.9,Reporting country
Norway,'06,Total,79.5,Total
Norway,'07,Females,84.7,EU-28
Norway,'07,Females,59.2,Extra-EU-28
Norway,'07,Females,70.7,Foreign country
Norway,'07,Females,77.9,Reporting country
Norway,'07,Females,77.5,Total
Norway,'07,Males,91.7,EU-28
Norway,'07,Males,73,Extra-EU-28
Norway,'07,Males,83.6,Foreign country
Norway,'07,Males,84.3,Reporting country
Norway,'07,Males,84.3,Total
Norway,'07,Total,88.4,EU-28
Norway,'07,Total,64.9,Extra-EU-28
Norway,'07,Total,76.8,Foreign country
Norway,'07,Total,81.1,Reporting country
Norway,'07,Total,80.9,Total
Norway,'08,Females,84.7,EU-28
Norway,'08,Females,64.4,Extra-EU-28
Norway,'08,Females,74.5,Foreign country
Norway,'08,Females,78.8,Reporting country
Norway,'08,Females,78.6,Total
Norway,'08,Males,90.8,EU-28
Norway,'08,Males,73.2,Extra-EU-28
Norway,'08,Males,83.4,Foreign country
Norway,'08,Males,84.9,Reporting country
Norway,'08,Males,84.8,Total
Norway,'08,Total,88.1,EU-28
Norway,'08,Total,68.6,Extra-EU-28
Norway,'08,Total,79.1,Foreign country
Norway,'08,Total,81.9,Reporting country
Norway,'08,Total,81.8,Total
Norway,'09,Females,81.2,EU-28
Norway,'09,Females,54.9,Extra-EU-28
Norway,'09,Females,66.9,Foreign country
Norway,'09,Females,78.6,Reporting country
Norway,'09,Females,77.9,Total
Norway,'09,Males,87.2,EU-28
Norway,'09,Males,69,Extra-EU-28
Norway,'09,Males,79.6,Foreign country
Norway,'09,Males,83.4,Reporting country
Norway,'09,Males,83.1,Total
Norway,'09,Total,84.7,EU-28
Norway,'09,Total,61.4,Extra-EU-28
Norway,'09,Total,73.6,Foreign country
Norway,'09,Total,81,Reporting country
Norway,'09,Total,80.6,Total
Norway,'10,Females,78.1,EU-28
Norway,'10,Females,53.1,Extra-EU-28
Norway,'10,Females,65.2,Foreign country
Norway,'10,Females,77.8,Reporting country
Norway,'10,Females,76.9,Total
Norway,'10,Males,86.2,EU-28
Norway,'10,Males,67.2,Extra-EU-28
Norway,'10,Males,79.1,Foreign country
Norway,'10,Males,82.3,Reporting country
Norway,'10,Males,82.1,Total
Norway,'10,Total,82.7,EU-28
Norway,'10,Total,59.1,Extra-EU-28
Norway,'10,Total,72.2,Foreign country
Norway,'10,Total,80.1,Reporting country
Norway,'10,Total,79.6,Total
Norway,'11,Females,83,EU-28
Norway,'11,Females,59.3,Extra-EU-28
Norway,'11,Females,71,Foreign country
Norway,'11,Females,77.6,Reporting country
Norway,'11,Females,77.1,Total
Norway,'11,Males,87.7,EU-28
Norway,'11,Males,68.3,Extra-EU-28
Norway,'11,Males,80.7,Foreign country
Norway,'11,Males,82.2,Reporting country
Norway,'11,Males,82.1,Total
Norway,'11,Total,85.6,EU-28
Norway,'11,Total,63.1,Extra-EU-28
Norway,'11,Total,75.9,Foreign country
Norway,'11,Total,80,Reporting country
Norway,'11,Total,79.6,Total
Norway,'12,Females,81.8,EU-28
Norway,'12,Females,58.7,Extra-EU-28
Norway,'12,Females,70.6,Foreign country
Norway,'12,Females,77.9,Reporting country
Norway,'12,Females,77.3,Total
Norway,'12,Males,89,EU-28
Norway,'12,Males,65.8,Extra-EU-28
Norway,'12,Males,81.5,Foreign country
Norway,'12,Males,82.5,Reporting country
Norway,'12,Males,82.4,Total
Norway,'12,Total,86,EU-28
Norway,'12,Total,61.7,Extra-EU-28
Norway,'12,Total,76.3,Foreign country
Norway,'12,Total,80.2,Reporting country
Norway,'12,Total,79.9,Total
Norway,'13,Females,78,EU-28
Norway,'13,Females,56.2,Extra-EU-28
Norway,'13,Females,68.1,Foreign country
Norway,'13,Females,77.9,Reporting country
Norway,'13,Females,77.1,Total
Norway,'13,Males,88.1,EU-28
Norway,'13,Males,69.5,Extra-EU-28
Norway,'13,Males,82.6,Foreign country
Norway,'13,Males,82,Reporting country
Norway,'13,Males,82.1,Total
Norway,'13,Total,84.1,EU-28
Norway,'13,Total,62.1,Extra-EU-28
Norway,'13,Total,76,Foreign country
Norway,'13,Total,80,Reporting country
Norway,'13,Total,79.6,Total
Norway,'14,Females,80,EU-28
Norway,'14,Females,53.4,Extra-EU-28
Norway,'14,Females,68.3,Foreign country
Norway,'14,Females,77.9,Reporting country
Norway,'14,Females,77.1,Total
Norway,'14,Males,86.6,EU-28
Norway,'14,Males,67.5,Extra-EU-28
Norway,'14,Males,80.9,Foreign country
Norway,'14,Males,82.1,Reporting country
Norway,'14,Males,81.9,Total
Norway,'14,Total,84.1,EU-28
Norway,'14,Total,59.8,Extra-EU-28
Norway,'14,Total,75.3,Foreign country
Norway,'14,Total,80,Reporting country
Norway,'14,Total,79.6,Total
Norway,'15,Females,80.1,EU-28
Norway,'15,Females,52.5,Extra-EU-28
Norway,'15,Females,68.2,Foreign country
Norway,'15,Females,77.7,Reporting country
Norway,'15,Females,76.7,Total
Norway,'15,Males,85.9,EU-28
Norway,'15,Males,65.6,Extra-EU-28
Norway,'15,Males,79.4,Foreign country
Norway,'15,Males,81.5,Reporting country
Norway,'15,Males,81.3,Total
Norway,'15,Total,83.4,EU-28
Norway,'15,Total,58.5,Extra-EU-28
Norway,'15,Total,74.1,Foreign country
Norway,'15,Total,79.6,Reporting country
Norway,'15,Total,79.1,Total
Norway,'16,Females,80.7,EU-28
Norway,'16,Females,53.4,Extra-EU-28
Norway,'16,Females,68.6,Foreign country
Norway,'16,Females,77.5,Reporting country
Norway,'16,Females,76.7,Total
Norway,'16,Males,87.3,EU-28
Norway,'16,Males,63.4,Extra-EU-28
Norway,'16,Males,79.4,Foreign country
Norway,'16,Males,80.5,Reporting country
Norway,'16,Males,80.4,Total
Norway,'16,Total,84.5,EU-28
Norway,'16,Total,57.9,Extra-EU-28
Norway,'16,Total,74.3,Foreign country
Norway,'16,Total,79.1,Reporting country
Norway,'16,Total,78.6,Total
Netherlands,'06,Females,70.6,EU-28
Netherlands,'06,Females,35.3,Extra-EU-28
Netherlands,'06,Females,50.1,Foreign country
Netherlands,'06,Females,69.9,Reporting country
Netherlands,'06,Females,69,Total
Netherlands,'06,Males,81.3,EU-28
Netherlands,'06,Males,63.9,Extra-EU-28
Netherlands,'06,Males,71.1,Foreign country
Netherlands,'06,Males,84,Reporting country
Netherlands,'06,Males,83.5,Total
Netherlands,'06,Total,75.6,EU-28
Netherlands,'06,Total,48.8,Extra-EU-28
Netherlands,'06,Total,60,Foreign country
Netherlands,'06,Total,77,Reporting country
Netherlands,'06,Total,76.3,Total
Netherlands,'07,Females,71.6,EU-28
Netherlands,'07,Females,35.7,Extra-EU-28
Netherlands,'07,Females,51.4,Foreign country
Netherlands,'07,Females,71.6,Reporting country
Netherlands,'07,Females,70.7,Total
Netherlands,'07,Males,83,EU-28
Netherlands,'07,Males,70,Extra-EU-28
Netherlands,'07,Males,75.7,Foreign country
Netherlands,'07,Males,85.2,Reporting country
Netherlands,'07,Males,84.8,Total
Netherlands,'07,Total,76.9,EU-28
Netherlands,'07,Total,51.8,Extra-EU-28
Netherlands,'07,Total,62.7,Foreign country
Netherlands,'07,Total,78.5,Reporting country
Netherlands,'07,Total,77.8,Total
Netherlands,'08,Females,74.6,EU-28
Netherlands,'08,Females,42.8,Extra-EU-28
Netherlands,'08,Females,55.7,Foreign country
Netherlands,'08,Females,73,Reporting country
Netherlands,'08,Females,72.2,Total
Netherlands,'08,Males,85.2,EU-28
Netherlands,'08,Males,76.7,Extra-EU-28
Netherlands,'08,Males,80.3,Foreign country
Netherlands,'08,Males,85.8,Reporting country
Netherlands,'08,Males,85.5,Total
Netherlands,'08,Total,79.6,EU-28
Netherlands,'08,Total,58.2,Extra-EU-28
Netherlands,'08,Total,67,Foreign country
Netherlands,'08,Total,79.5,Reporting country
Netherlands,'08,Total,78.9,Total
Netherlands,'09,Females,73.4,EU-28
Netherlands,'09,Females,42.8,Extra-EU-28
Netherlands,'09,Females,56.1,Foreign country
Netherlands,'09,Females,73.6,Reporting country
Netherlands,'09,Females,72.7,Total
Netherlands,'09,Males,84,EU-28
Netherlands,'09,Males,71.3,Extra-EU-28
Netherlands,'09,Males,76.8,Foreign country
Netherlands,'09,Males,85.3,Reporting country
Netherlands,'09,Males,84.9,Total
Netherlands,'09,Total,78.2,EU-28
Netherlands,'09,Total,55.7,Extra-EU-28
Netherlands,'09,Total,65.5,Foreign country
Netherlands,'09,Total,79.5,Reporting country
Netherlands,'09,Total,78.8,Total
Netherlands,'10,Females,69.5,EU-28
Netherlands,'10,Females,41.4,Extra-EU-28
Netherlands,'10,Females,53.8,Foreign country
Netherlands,'10,Females,71.7,Reporting country
Netherlands,'10,Females,70.8,Total
Netherlands,'10,Males,82,EU-28
Netherlands,'10,Males,65.4,Extra-EU-28
Netherlands,'10,Males,72.3,Foreign country
Netherlands,'10,Males,83.3,Reporting country
Netherlands,'10,Males,82.8,Total
Netherlands,'10,Total,75.1,EU-28
Netherlands,'10,Total,52.8,Extra-EU-28
Netherlands,'10,Total,62.3,Foreign country
Netherlands,'10,Total,77.5,Reporting country
Netherlands,'10,Total,76.8,Total
Netherlands,'11,Females,71,EU-28
Netherlands,'11,Females,39.6,Extra-EU-28
Netherlands,'11,Females,53.6,Foreign country
Netherlands,'11,Females,71.3,Reporting country
Netherlands,'11,Females,70.4,Total
Netherlands,'11,Males,80.4,EU-28
Netherlands,'11,Males,65.7,Extra-EU-28
Netherlands,'11,Males,71.9,Foreign country
Netherlands,'11,Males,82.9,Reporting country
Netherlands,'11,Males,82.4,Total
Netherlands,'11,Total,75.2,EU-28
Netherlands,'11,Total,51.9,Extra-EU-28
Netherlands,'11,Total,62,Foreign country
Netherlands,'11,Total,77.1,Reporting country
Netherlands,'11,Total,76.4,Total
Netherlands,'12,Females,72.2,EU-28
Netherlands,'12,Females,40.6,Extra-EU-28
Netherlands,'12,Females,55,Foreign country
Netherlands,'12,Females,71.9,Reporting country
Netherlands,'12,Females,71,Total
Netherlands,'12,Males,83.3,EU-28
Netherlands,'12,Males,66.7,Extra-EU-28
Netherlands,'12,Males,74,Foreign country
Netherlands,'12,Males,82.7,Reporting country
Netherlands,'12,Males,82.3,Total
Netherlands,'12,Total,77.2,EU-28
Netherlands,'12,Total,52.8,Extra-EU-28
Netherlands,'12,Total,63.7,Foreign country
Netherlands,'12,Total,77.3,Reporting country
Netherlands,'12,Total,76.6,Total
Netherlands,'13,Females,67.7,EU-28
Netherlands,'13,Females,40.5,Extra-EU-28
Netherlands,'13,Females,53.4,Foreign country
Netherlands,'13,Females,71.6,Reporting country
Netherlands,'13,Females,70.6,Total
Netherlands,'13,Males,81.6,EU-28
Netherlands,'13,Males,60.7,Extra-EU-28
Netherlands,'13,Males,70.2,Foreign country
Netherlands,'13,Males,81.7,Reporting country
Netherlands,'13,Males,81.1,Total
Netherlands,'13,Total,74,EU-28
Netherlands,'13,Total,50.1,Extra-EU-28
Netherlands,'13,Total,61.2,Foreign country
Netherlands,'13,Total,76.7,Reporting country
Netherlands,'13,Total,75.9,Total
Netherlands,'14,Females,68.3,EU-28
Netherlands,'14,Females,39.7,Extra-EU-28
Netherlands,'14,Females,53.8,Foreign country
Netherlands,'14,Females,70.7,Reporting country
Netherlands,'14,Females,69.7,Total
Netherlands,'14,Males,82.5,EU-28
Netherlands,'14,Males,62.7,Extra-EU-28
Netherlands,'14,Males,72.2,Foreign country
Netherlands,'14,Males,81.6,Reporting country
Netherlands,'14,Males,81.1,Total
Netherlands,'14,Total,74.8,EU-28
Netherlands,'14,Total,50.5,Extra-EU-28
Netherlands,'14,Total,62.3,Foreign country
Netherlands,'14,Total,76.2,Reporting country
Netherlands,'14,Total,75.4,Total
Netherlands,'15,Females,67.5,EU-28
Netherlands,'15,Females,38.1,Extra-EU-28
Netherlands,'15,Females,52.5,Foreign country
Netherlands,'15,Females,72,Reporting country
Netherlands,'15,Females,70.8,Total
Netherlands,'15,Males,82.1,EU-28
Netherlands,'15,Males,63.1,Extra-EU-28
Netherlands,'15,Males,72,Foreign country
Netherlands,'15,Males,82.5,Reporting country
Netherlands,'15,Males,81.9,Total
Netherlands,'15,Total,74,EU-28
Netherlands,'15,Total,49.7,Extra-EU-28
Netherlands,'15,Total,61.4,Foreign country
Netherlands,'15,Total,77.2,Reporting country
Netherlands,'15,Total,76.4,Total
Netherlands,'16,Females,71.7,EU-28
Netherlands,'16,Females,39.2,Extra-EU-28
Netherlands,'16,Females,55.3,Foreign country
Netherlands,'16,Females,72.6,Reporting country
Netherlands,'16,Females,71.6,Total
Netherlands,'16,Males,82,EU-28
Netherlands,'16,Males,62.9,Extra-EU-28
Netherlands,'16,Males,72.1,Foreign country
Netherlands,'16,Males,83.3,Reporting country
Netherlands,'16,Males,82.6,Total
Netherlands,'16,Total,76.4,EU-28
Netherlands,'16,Total,50.3,Extra-EU-28
Netherlands,'16,Total,63,Foreign country
Netherlands,'16,Total,78,Reporting country
Netherlands,'16,Total,77.1,Total
Malta,'06,Females,40.5,EU-28
Malta,'06,Females,31.2,Extra-EU-28
Malta,'06,Females,34.9,Foreign country
Malta,'06,Females,35.7,Reporting country
Malta,'06,Females,35.7,Total
Malta,'06,Males,68,EU-28
Malta,'06,Males,76.5,Extra-EU-28
Malta,'06,Males,72.5,Foreign country
Malta,'06,Males,79.8,Reporting country
Malta,'06,Males,79.6,Total
Malta,'06,Total,55,EU-28
Malta,'06,Total,51.4,Extra-EU-28
Malta,'06,Total,53,Foreign country
Malta,'06,Total,58,Reporting country
Malta,'06,Total,57.9,Total
Malta,'07,Females,42.9,EU-28
Malta,'07,Females,42.5,Extra-EU-28
Malta,'07,Females,42.7,Foreign country
Malta,'07,Females,37.5,Reporting country
Malta,'07,Females,37.7,Total
Malta,'07,Males,61.1,EU-28
Malta,'07,Males,81,Extra-EU-28
Malta,'07,Males,71.9,Foreign country
Malta,'07,Males,79.2,Reporting country
Malta,'07,Males,79,Total
Malta,'07,Total,50.8,EU-28
Malta,'07,Total,58.4,Extra-EU-28
Malta,'07,Total,55,Foreign country
Malta,'07,Total,58.7,Reporting country
Malta,'07,Total,58.6,Total
Malta,'08,Females,36.8,EU-28
Malta,'08,Females,42.8,Extra-EU-28
Malta,'08,Females,40.2,Foreign country
Malta,'08,Females,39.4,Reporting country
Malta,'08,Females,39.4,Total
Malta,'08,Males,71.3,EU-28
Malta,'08,Males,83.4,Extra-EU-28
Malta,'08,Males,77.7,Foreign country
Malta,'08,Males,78.5,Reporting country
Malta,'08,Males,78.5,Total
Malta,'08,Total,53,EU-28
Malta,'08,Total,60.1,Extra-EU-28
Malta,'08,Total,56.9,Foreign country
Malta,'08,Total,59.3,Reporting country
Malta,'08,Total,59.2,Total
Malta,'09,Females,41.1,EU-28
Malta,'09,Females,45.4,Extra-EU-28
Malta,'09,Females,43.7,Foreign country
Malta,'09,Females,39.9,Reporting country
Malta,'09,Females,40,Total
Malta,'09,Males,59.8,EU-28
Malta,'09,Males,74.8,Extra-EU-28
Malta,'09,Males,68.8,Foreign country
Malta,'09,Males,77.8,Reporting country
Malta,'09,Males,77.5,Total
Malta,'09,Total,49.8,EU-28
Malta,'09,Total,59.5,Extra-EU-28
Malta,'09,Total,55.6,Foreign country
Malta,'09,Total,59.1,Reporting country
Malta,'09,Total,59,Total
Malta,'10,Females,46.6,EU-28
Malta,'10,Females,52,Extra-EU-28
Malta,'10,Females,49.2,Foreign country
Malta,'10,Females,41.3,Reporting country
Malta,'10,Females,41.6,Total
Malta,'10,Males,70,EU-28
Malta,'10,Males,74.2,Extra-EU-28
Malta,'10,Males,72,Foreign country
Malta,'10,Males,78.4,Reporting country
Malta,'10,Males,78.2,Total
Malta,'10,Total,56.5,EU-28
Malta,'10,Total,61.7,Extra-EU-28
Malta,'10,Total,59,Foreign country
Malta,'10,Total,60.2,Reporting country
Malta,'10,Total,60.1,Total
Malta,'11,Females,41.3,EU-28
Malta,'11,Females,54.5,Extra-EU-28
Malta,'11,Females,47.8,Foreign country
Malta,'11,Females,43.7,Reporting country
Malta,'11,Females,43.8,Total
Malta,'11,Males,72.1,EU-28
Malta,'11,Males,70.9,Extra-EU-28
Malta,'11,Males,71.4,Foreign country
Malta,'11,Males,79.2,Reporting country
Malta,'11,Males,79,Total
Malta,'11,Total,54.3,EU-28
Malta,'11,Total,62.6,Extra-EU-28
Malta,'11,Total,58.6,Foreign country
Malta,'11,Total,61.7,Reporting country
Malta,'11,Total,61.6,Total
Malta,'12,Females,37.8,EU-28
Malta,'12,Females,50.4,Extra-EU-28
Malta,'12,Females,46.3,Foreign country
Malta,'12,Females,46.6,Reporting country
Malta,'12,Females,46.6,Total
Malta,'12,Males,81.5,EU-28
Malta,'12,Males,77.8,Extra-EU-28
Malta,'12,Males,79.1,Foreign country
Malta,'12,Males,79.2,Reporting country
Malta,'12,Males,79.2,Total
Malta,'12,Total,60.7,EU-28
Malta,'12,Total,63.6,Extra-EU-28
Malta,'12,Total,62.6,Foreign country
Malta,'12,Total,63.1,Reporting country
Malta,'12,Total,63.1,Total
Malta,'13,Females,36.3,EU-28
Malta,'13,Females,56.7,Extra-EU-28
Malta,'13,Females,49.9,Foreign country
Malta,'13,Females,49.8,Reporting country
Malta,'13,Females,49.8,Total
Malta,'13,Males,69.6,EU-28
Malta,'13,Males,74.7,Extra-EU-28
Malta,'13,Males,72.4,Foreign country
Malta,'13,Males,79.7,Reporting country
Malta,'13,Males,79.4,Total
Malta,'13,Total,53.5,EU-28
Malta,'13,Total,63.8,Extra-EU-28
Malta,'13,Total,59.9,Foreign country
Malta,'13,Total,65.1,Reporting country
Malta,'13,Total,64.8,Total
Malta,'14,Females,45.3,EU-28
Malta,'14,Females,56.1,Extra-EU-28
Malta,'14,Females,52.4,Foreign country
Malta,'14,Females,52,Reporting country
Malta,'14,Females,52,Total
Malta,'14,Males,76.7,EU-28
Malta,'14,Males,78.6,Extra-EU-28
Malta,'14,Males,77.8,Foreign country
Malta,'14,Males,80.5,Reporting country
Malta,'14,Males,80.4,Total
Malta,'14,Total,60.2,EU-28
Malta,'14,Total,65.3,Extra-EU-28
Malta,'14,Total,63.5,Foreign country
Malta,'14,Total,66.6,Reporting country
Malta,'14,Total,66.4,Total
Malta,'15,Females,56.5,EU-28
Malta,'15,Females,47.1,Extra-EU-28
Malta,'15,Females,50.9,Foreign country
Malta,'15,Females,53.7,Reporting country
Malta,'15,Females,53.6,Total
Malta,'15,Males,78.1,EU-28
Malta,'15,Males,80.8,Extra-EU-28
Malta,'15,Males,79.7,Foreign country
Malta,'15,Males,81.5,Reporting country
Malta,'15,Males,81.4,Total
Malta,'15,Total,67.4,EU-28
Malta,'15,Total,63.2,Extra-EU-28
Malta,'15,Total,65,Foreign country
Malta,'15,Total,67.9,Reporting country
Malta,'15,Total,67.8,Total
Malta,'16,Females,60.3,EU-28
Malta,'16,Females,45.7,Extra-EU-28
Malta,'16,Females,50.5,Foreign country
Malta,'16,Females,55.7,Reporting country
Malta,'16,Females,55.5,Total
Malta,'16,Males,80.5,EU-28
Malta,'16,Males,82.7,Extra-EU-28
Malta,'16,Males,81.8,Foreign country
Malta,'16,Males,83.2,Reporting country
Malta,'16,Males,83.1,Total
Malta,'16,Total,72.3,EU-28
Malta,'16,Total,64.2,Extra-EU-28
Malta,'16,Total,67.3,Foreign country
Malta,'16,Total,69.7,Reporting country
Malta,'16,Total,69.6,Total
Macedonia*,'06,Females,17.2,Extra-EU-28
Macedonia*,'06,Females,18.5,Foreign country
Macedonia*,'06,Females,34.1,Reporting country
Macedonia*,'06,Females,34,Total
Macedonia*,'06,Males,43.8,Foreign country
Macedonia*,'06,Males,53.7,Reporting country
Macedonia*,'06,Males,53.6,Total
Macedonia*,'06,Total,24.6,Extra-EU-28
Macedonia*,'06,Total,25.7,Foreign country
Macedonia*,'06,Total,44,Reporting country
Macedonia*,'06,Total,43.9,Total
Macedonia*,'07,Females,35.9,Reporting country
Macedonia*,'07,Females,35.8,Total
Macedonia*,'07,Males,54,Reporting country
Macedonia*,'07,Males,54,Total
Macedonia*,'07,Total,16.4,Extra-EU-28
Macedonia*,'07,Total,16.8,Foreign country
Macedonia*,'07,Total,45.1,Reporting country
Macedonia*,'07,Total,45,Total
Macedonia*,'08,Females,36.3,Reporting country
Macedonia*,'08,Females,36.2,Total
Macedonia*,'08,Males,56.2,Reporting country
Macedonia*,'08,Males,56.2,Total
Macedonia*,'08,Total,19.4,Extra-EU-28
Macedonia*,'08,Total,20.8,Foreign country
Macedonia*,'08,Total,46.4,Reporting country
Macedonia*,'08,Total,46.3,Total
Macedonia*,'09,Females,37.2,Reporting country
Macedonia*,'09,Females,37.1,Total
Macedonia*,'09,Males,58.4,Reporting country
Macedonia*,'09,Males,58.4,Total
Macedonia*,'09,Total,20.8,Extra-EU-28
Macedonia*,'09,Total,19.2,Foreign country
Macedonia*,'09,Total,47.9,Reporting country
Macedonia*,'09,Total,47.9,Total
Macedonia*,'10,Females,37.6,Reporting country
Macedonia*,'10,Females,37.5,Total
Macedonia*,'10,Males,58.4,Reporting country
Macedonia*,'10,Males,58.4,Total
Macedonia*,'10,Total,48.1,Reporting country
Macedonia*,'10,Total,48.1,Total
Macedonia*,'11,Females,38.9,Reporting country
Macedonia*,'11,Females,38.8,Total
Macedonia*,'11,Males,57.8,Reporting country
Macedonia*,'11,Males,57.8,Total
Macedonia*,'11,Total,48.4,Reporting country
Macedonia*,'11,Total,48.4,Total
Macedonia*,'12,Females,12.9,Extra-EU-28
Macedonia*,'12,Females,15.1,Foreign country
Macedonia*,'12,Females,38.8,Reporting country
